athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Pavel Kolobkov",34,Russia,2004,Fencing,0,0,1,1
"Iván Kovács",34,Hungary,2004,Fencing,0,1,0,1
"Krisztián Kulcsár",33,Hungary,2004,Fencing,0,1,0,1
"Tatyana Logunova",24,Russia,2004,Fencing,1,0,0,1
"Yury Molchan",21,Russia,2004,Fencing,0,0,1,1
"Tímea Nagy",33,Hungary,2004,Fencing,1,0,0,1
"Ruslan Nasibulin",23,Russia,2004,Fencing,0,0,1,1
"Zsolt Nemcsik",26,Hungary,2004,Fencing,0,1,0,1
"Hugues Obry",31,France,2004,Fencing,1,0,0,1
"Gianpiero Pastore",28,Italy,2004,Fencing,0,1,0,1
"Julien Pillet",26,France,2004,Fencing,1,0,0,1
"Stanislav Pozdnyakov",30,Russia,2004,Fencing,0,0,1,1
"Vyacheslav Pozdnyakov",26,Russia,2004,Fencing,0,0,1,1
"Sven Schmid",26,Germany,2004,Fencing,0,0,1,1
"Sergey Sharikov",30,Russia,2004,Fencing,0,0,1,1
"Anna Sivkova",22,Russia,2004,Fencing,1,0,0,1
"Daniel Strigel",29,Germany,2004,Fencing,0,0,1,1
"Tan Xue",20,China,2004,Fencing,0,1,0,1
"Luigi Tarantino",31,Italy,2004,Fencing,0,1,0,1
"Damien Touya",29,France,2004,Fencing,1,0,0,1
"Gaël Touya",30,France,2004,Fencing,1,0,0,1
"Vladyslav Tretiak",24,Ukraine,2004,Fencing,0,0,1,1
"Giovanna Trillini",34,Italy,2004,Fencing,0,1,0,1
"Simone Vanni",25,Italy,2004,Fencing,1,0,0,1
"Valentina Vezzali",30,Italy,2004,Fencing,1,0,0,1
"Wang Haibin",30,China,2004,Fencing,0,1,0,1
"Wang Lei",23,China,2004,Fencing,0,1,0,1
"Wu Hanxiong",23,China,2004,Fencing,0,1,0,1
"Aleksey Yakimenko",20,Russia,2004,Fencing,0,0,1,1
"Ye Chong",34,China,2004,Fencing,0,1,0,1
"Oksana Yermakova",31,Russia,2004,Fencing,1,0,0,1
"Mariel Zagunis",19,"United States",2004,Fencing,1,0,0,1
"Christian Ahlmann",29,Germany,2004,Equestrian,0,0,1,1
"Malin Baryard-Johnsson",29,Sweden,2004,Equestrian,0,1,0,1
"Otto Becker",45,Germany,2004,Equestrian,0,0,1,1
"Rolf-Göran Bengtsson",42,Sweden,2004,Equestrian,0,1,0,1
"Julie Black-Burns Richards",33,"United States",2004,Equestrian,0,0,1,1
"Arnaud Boiteau",30,France,2004,Equestrian,1,0,0,1
"Jeanette Brakewell",30,"Great Britain",2004,Equestrian,0,1,0,1
"Darren Chiacchia",39,"United States",2004,Equestrian,0,0,1,1
"Didier Courrèges",44,France,2004,Equestrian,1,0,0,1
"Robert Dover",48,"United States",2004,Equestrian,0,0,1,1
"Peter Eriksson",44,Sweden,2004,Equestrian,0,1,0,1
"William Fox-Pitt",35,"Great Britain",2004,Equestrian,0,1,0,1
"Peder Fredricson",32,Sweden,2004,Equestrian,0,1,0,1
"Juan Antonio Jiménez",45,Spain,2004,Equestrian,0,1,0,1
"Heike Kemmer",42,Germany,2004,Equestrian,1,0,0,1
"Cédric Lyard",32,France,2004,Equestrian,1,0,0,1
"Beezie Madden",40,"United States",2004,Equestrian,1,0,0,1
"Debbie McDonald",49,"United States",2004,Equestrian,0,0,1,1
"Rodrigo Pessoa",31,Brazil,2004,Equestrian,1,0,0,1
"Ignacio Rambla",40,Spain,2004,Equestrian,0,1,0,1
"Martin Schaudt",45,Germany,2004,Equestrian,1,0,0,1
"Hubertus Schmidt",44,Germany,2004,Equestrian,1,0,0,1
"Guenter Seidel",43,"United States",2004,Equestrian,0,0,1,1
"Rafael Soto",46,Spain,2004,Equestrian,0,1,0,1
"Jean Teulère",50,France,2004,Equestrian,1,0,0,1
"Mary Thomson-King",43,"Great Britain",2004,Equestrian,0,1,0,1
"Nicolas Touzaint",24,France,2004,Equestrian,1,0,0,1
"Amy Tryon",34,"United States",2004,Equestrian,0,0,1,1
"Anky van Grunsven",36,Netherlands,2004,Equestrian,1,0,0,1
"McLain Ward",28,"United States",2004,Equestrian,1,0,0,1
"Lisa Wilcox",37,"United States",2004,Equestrian,0,0,1,1
"John Williams",39,"United States",2004,Equestrian,0,0,1,1
"Peter Wylde",39,"United States",2004,Equestrian,1,0,0,1
"Steven Barnett",25,Australia,2004,Diving,0,0,1,1
"Thomas Bimis",29,Greece,2004,Diving,1,0,0,1
"Alexandre Despatie",19,Canada,2004,Diving,0,1,0,1
"Nataliya Goncharova",16,Russia,2004,Diving,0,1,0,1
"Blythe Hartley",22,Canada,2004,Diving,0,0,1,1
"Emilie Heymans",22,Canada,2004,Diving,0,0,1,1
"Hu Jia",21,China,2004,Diving,1,0,0,1
"Vera Ilyina",30,Russia,2004,Diving,0,1,0,1
"Yuliya Koltunova",15,Russia,2004,Diving,0,1,0,1
"Irina Lashko",31,Australia,2004,Diving,0,0,1,1
"Li Ting",17,China,2004,Diving,1,0,0,1
"Peng Bo",23,China,2004,Diving,1,0,0,1
"Dmitry Sautin",30,Russia,2004,Diving,0,0,1,1
"Tobias Schellenberg",25,Germany,2004,Diving,0,1,0,1
"Nikolaos Siranidis",28,Greece,2004,Diving,1,0,0,1
"Leon Taylor",26,"Great Britain",2004,Diving,0,1,0,1
"Loudy Tourky-Wiggins",25,Australia,2004,Diving,0,0,1,1
"Peter Waterfield",23,"Great Britain",2004,Diving,0,1,0,1
"Andreas Wels",29,Germany,2004,Diving,0,1,0,1
"Yang Jinghui",21,China,2004,Diving,1,0,0,1
"Tamila Abasova",21,Russia,2004,Cycling,0,1,0,1
"Julien Absalon",24,France,2004,Cycling,1,0,0,1
"Judith Arndt",28,Germany,2004,Cycling,0,1,0,1
"Paolo Bettini",30,Italy,2004,Cycling,1,0,0,1
"Theo Bos",21,Netherlands,2004,Cycling,0,1,0,1
"Mickaël Bourgain",24,France,2004,Cycling,0,0,1,1
"Bart Brentjens",35,Netherlands,2004,Cycling,0,0,1,1
"María Luisa Calle",35,Colombia,2004,Cycling,0,0,1,1
"Sara Carrigan",23,Australia,2004,Cycling,1,0,0,1
"Carlos Castaño",25,Spain,2004,Cycling,0,0,1,1
"Steve Cummings",23,"Great Britain",2004,Cycling,0,1,0,1
"Gunn Rita Dahle-Flesjå",31,Norway,2004,Cycling,1,0,0,1
"Peter Dawson",22,Australia,2004,Cycling,1,0,0,1
"Dede Demet-Barry",31,"United States",2004,Cycling,0,1,0,1
"José Antonio Escuredo",34,Spain,2004,Cycling,0,1,0,1
"Jens Fiedler",34,Germany,2004,Cycling,1,0,0,1
"Guido Fulst",34,Germany,2004,Cycling,0,0,1,1
"Toshiaki Fushimi",28,Japan,2004,Cycling,0,1,0,1
"Laurent Gané",31,France,2004,Cycling,0,0,1,1
"Belem Guerrero",30,Mexico,2004,Cycling,0,1,0,1
"Tyler Hamilton",33,"United States",2004,Cycling,1,0,0,1
"José Antonio Hermida",26,Spain,2004,Cycling,0,1,0,1
"Chris Hoy",28,"Great Britain",2004,Cycling,1,0,0,1
"Mikhail Ignatyev",19,Russia,2004,Cycling,1,0,0,1
"Masaki Inoue",25,Japan,2004,Cycling,0,1,0,1
"Jiang Yonghua",30,China,2004,Cycling,0,1,0,1
"Bobby Julich",32,"United States",2004,Cycling,0,0,1,1
"Shane Kelly",32,Australia,2004,Cycling,0,0,1,1
"Brett Lancaster",24,Australia,2004,Cycling,1,0,0,1
"Joan Llaneras",35,Spain,2004,Cycling,0,1,0,1
"Katie Mactier",29,Australia,2004,Cycling,0,1,0,1
"Asier Maeztu",26,Spain,2004,Cycling,0,0,1,1
"Paul Manning",29,"Great Britain",2004,Cycling,0,1,0,1
"Franco Marvulli",25,Switzerland,2004,Cycling,0,1,0,1
"Axel Merckx",32,Belgium,2004,Cycling,0,0,1,1
"Lori-Ann Muenzer",38,Canada,2004,Cycling,1,0,0,1
"Tomohiro Nagatsuka",25,Japan,2004,Cycling,0,1,0,1
"Chris Newton",30,"Great Britain",2004,Cycling,0,1,0,1
"Stuart O'Grady",31,Australia,2004,Cycling,1,0,0,1
"Sérgio Paulinho",24,Portugal,2004,Cycling,0,1,0,1
"Marie-Hélène Prémont",26,Canada,2004,Cycling,0,1,0,1
"Bruno Risi",35,Switzerland,2004,Cycling,0,1,0,1
"Luke Roberts",27,Australia,2004,Cycling,1,0,0,1
"Sabine Spitz",32,Germany,2004,Cycling,0,0,1,1
"Bryan Steel",35,"Great Britain",2004,Cycling,0,1,0,1
"Karin Thürig",32,Switzerland,2004,Cycling,0,0,1,1
"Carlos Torrent",29,Spain,2004,Cycling,0,0,1,1
"Nataliya Tsilinskaya",28,Belarus,2004,Cycling,0,0,1,1
"Sarah Ulmer",28,"New Zealand",2004,Cycling,1,0,0,1
"Stephen Wooldridge",26,Australia,2004,Cycling,1,0,0,1
"Vyacheslav Yekimov",38,Russia,2004,Cycling,0,1,0,1
"Juraj Baca",27,Slovakia,2004,Canoeing,0,0,1,1
"Björn Bach",28,Germany,2004,Canoeing,0,1,0,1
"Hanna Balabanova",34,Ukraine,2004,Canoeing,0,0,1,1
"Ledys Balceiro",29,Cuba,2004,Canoeing,0,1,0,1
"Marcus Becker",22,Germany,2004,Canoeing,0,1,0,1
"Beniamino Bonomi",36,Italy,2004,Canoeing,0,1,0,1
"Kinga Bóta",27,Hungary,2004,Canoeing,0,1,0,1
"Caroline Brunet",35,Canada,2004,Canoeing,0,0,1,1
"Olena Cherevatova",34,Ukraine,2004,Canoeing,0,0,1,1
"Tony Estanguet",26,France,2004,Canoeing,1,0,0,1
"Nils Olav Fjeldheim",27,Norway,2004,Canoeing,0,0,1,1
"Ben Fouhy",25,"New Zealand",2004,Canoeing,0,1,0,1
"Rebecca Giddens",26,"United States",2004,Canoeing,0,1,0,1
"Christian Gille",28,Germany,2004,Canoeing,1,0,0,1
"Stefan Henze",23,Germany,2004,Canoeing,0,1,0,1
"Pavol Hochschorner",24,Slovakia,2004,Canoeing,1,0,0,1
"Peter Hochschorner",24,Slovakia,2004,Canoeing,1,0,0,1
"Gábor Horváth",32,Hungary,2004,Canoeing,1,0,0,1
"Josefa Idem-Guerrini",39,Italy,2004,Canoeing,0,1,0,1
"Andreas Ihle",25,Germany,2004,Canoeing,0,1,0,1
"Elena Kaliská",32,Slovakia,2004,Canoeing,1,0,0,1
"Zoltán Kammerer",26,Hungary,2004,Canoeing,1,0,0,1
"György Kolonics",32,Hungary,2004,Canoeing,0,0,1,1
"György Kozmann",26,Hungary,2004,Canoeing,0,0,1,1
"Fabien Lefèvre",22,France,2004,Canoeing,0,0,1,1
"Vadim Makhnyov",24,Belarus,2004,Canoeing,0,0,1,1
"Michal Martikán",25,Slovakia,2004,Canoeing,0,1,0,1
"Meng Guanliang",27,China,2004,Canoeing,1,0,0,1
"Henrik Nilsson",28,Sweden,2004,Canoeing,1,0,0,1
"Maike Nollen",26,Germany,2004,Canoeing,1,0,0,1
"Maksim Opalev",25,Russia,2004,Canoeing,0,0,1,1
"Markus Oscarsson",27,Sweden,2004,Canoeing,1,0,0,1
"Inna Osypenko-Radomska",21,Ukraine,2004,Canoeing,0,0,1,1
"Aneta Pastuszka-Konieczna",26,Poland,2004,Canoeing,0,0,1,1
"Benoît Peschier",24,France,2004,Canoeing,1,0,0,1
"Roman Petrushenko",23,Belarus,2004,Canoeing,0,0,1,1
"Stefan Pfannmöller",23,Germany,2004,Canoeing,0,0,1,1
"Ronald Rauhe",22,Germany,2004,Canoeing,1,0,0,1
"Helen Reeves",23,"Great Britain",2004,Canoeing,0,0,1,1
"Michal Riszdorfer",27,Slovakia,2004,Canoeing,0,0,1,1
"Richard Riszdorfer",23,Slovakia,2004,Canoeing,0,0,1,1
"Clint Robinson",32,Australia,2004,Canoeing,0,1,0,1
"Ibrahim Rojas",28,Cuba,2004,Canoeing,0,1,0,1
"Antonio Rossi",35,Italy,2004,Canoeing,0,1,0,1
"Beata Sokolowska-Kulesza",30,Poland,2004,Canoeing,0,0,1,1
"Ondrej Štepánek",24,"Czech Republic",2004,Canoeing,0,0,1,1
"Botond Storcz",29,Hungary,2004,Canoeing,1,0,0,1
"Szilvia Szabó",25,Hungary,2004,Canoeing,0,1,0,1
"Tetiana Teklian-Semykina",30,Ukraine,2004,Canoeing,0,0,1,1
"Stefan Ulm",28,Germany,2004,Canoeing,0,1,0,1
"Attila Vajda",21,Hungary,2004,Canoeing,0,0,1,1
"Ákos Vereckei",26,Hungary,2004,Canoeing,1,0,0,1
"Erzsébet Viski",24,Hungary,2004,Canoeing,0,1,0,1
"Erik Vlcek",22,Slovakia,2004,Canoeing,0,0,1,1
"Jaroslav Volf",24,"Czech Republic",2004,Canoeing,0,0,1,1
"Katrin Wagner-Augustin",26,Germany,2004,Canoeing,1,0,0,1
"Campbell Walsh",26,"Great Britain",2004,Canoeing,0,1,0,1
"Tim Wieskötter",25,Germany,2004,Canoeing,1,0,0,1
"Tomasz Wylenzek",21,Germany,2004,Canoeing,1,0,0,1
"Ian Wynne",30,"Great Britain",2004,Canoeing,0,0,1,1
"Yang Wenjun",20,China,2004,Canoeing,1,0,0,1
"Mark Zabel",31,Germany,2004,Canoeing,0,1,0,1
"Ryoji Aikawa",28,Japan,2004,Baseball,0,0,1,1
"Craig Anderson",23,Australia,2004,Baseball,0,1,0,1
"Yuya Ando",26,Japan,2004,Baseball,0,0,1,1
"Danny Betancourt",23,Cuba,2004,Baseball,1,0,0,1
"Luis Borroto",21,Cuba,2004,Baseball,1,0,0,1
"Tom Brice",22,Australia,2004,Baseball,0,1,0,1
"Adrian Burnside",27,Australia,2004,Baseball,0,1,0,1
"Frederich Cepeda",24,Cuba,2004,Baseball,1,0,0,1
"Yorelvis Charles",25,Cuba,2004,Baseball,1,0,0,1
"Michel Enríquez",25,Cuba,2004,Baseball,1,0,0,1
"Gavin Fingleson",28,Australia,2004,Baseball,0,1,0,1
"Atsushi Fujimoto",26,Japan,2004,Baseball,0,0,1,1
"Kosuke Fukudome",27,Japan,2004,Baseball,0,0,1,1
"Norberto González",24,Cuba,2004,Baseball,1,0,0,1
"Paul Gonzalez",35,Australia,2004,Baseball,0,1,0,1
"Yulieski Gourriel",20,Cuba,2004,Baseball,1,0,0,1
"Hirotoshi Ishii",26,Japan,2004,Baseball,0,0,1,1
"Hisashi Iwakuma",23,Japan,2004,Baseball,0,0,1,1
"Hitoki Iwase",29,Japan,2004,Baseball,0,0,1,1
"Kenji Johjima",28,Japan,2004,Baseball,0,0,1,1
"Makoto Kaneko",28,Japan,2004,Baseball,0,0,1,1
"Nick Kimpton",20,Australia,2004,Baseball,0,1,0,1
"Takuya Kimura",32,Japan,2004,Baseball,0,0,1,1
"Brendan Kingman",31,Australia,2004,Baseball,0,1,0,1
"Masahide Kobayashi",30,Japan,2004,Baseball,0,0,1,1
"Hiroki Kuroda",29,Japan,2004,Baseball,0,0,1,1
"Pedro Luis Lazo",31,Cuba,2004,Baseball,1,0,0,1
"Craig Lewis",27,Australia,2004,Baseball,0,1,0,1
"Graeme Lloyd",37,Australia,2004,Baseball,0,1,0,1
"Roger Machado",30,Cuba,2004,Baseball,1,0,0,1
"Jonder Martínez",26,Cuba,2004,Baseball,1,0,0,1
"Daisuke Matsuzaka",23,Japan,2004,Baseball,0,0,1,1
"Danny Miranda",25,Cuba,2004,Baseball,1,0,0,1
"Daisuke Miura",30,Japan,2004,Baseball,0,0,1,1
"Shinya Miyamoto",33,Japan,2004,Baseball,0,0,1,1
"Frank Montieth",19,Cuba,2004,Baseball,1,0,0,1
"Arihito Muramatsu",31,Japan,2004,Baseball,0,0,1,1
"Norihiro Nakamura",31,Japan,2004,Baseball,0,0,1,1
"Dave Nilsson",34,Australia,2004,Baseball,0,1,0,1
"Vicyohandri Odelín",24,Cuba,2004,Baseball,1,0,0,1
"Trent Oeltjen",21,Australia,2004,Baseball,0,1,0,1
"Michihiro Ogasawara",30,Japan,2004,Baseball,0,0,1,1
"Wayne Ough",25,Australia,2004,Baseball,0,1,0,1
"Chris Oxspring",27,Australia,2004,Baseball,0,1,0,1
"Adiel Palma",33,Cuba,2004,Baseball,1,0,0,1
"Eduardo Paret",31,Cuba,2004,Baseball,1,0,0,1
"Ariel Pestano",30,Cuba,2004,Baseball,1,0,0,1
"Alexei Ramírez",22,Cuba,2004,Baseball,1,0,0,1
"Brett Roneberg",25,Australia,2004,Baseball,0,1,0,1
"Ryan Rowland Smith",21,Australia,2004,Baseball,0,1,0,1
"Eriel Sánchez",29,Cuba,2004,Baseball,1,0,0,1
"Antonio Scull",38,Cuba,2004,Baseball,1,0,0,1
"Naoyuki Shimizu",28,Japan,2004,Baseball,0,0,1,1
"John Stephens",24,Australia,2004,Baseball,0,1,0,1
"Phil Stockman",24,Australia,2004,Baseball,0,1,0,1
"Carlos Tabares",30,Cuba,2004,Baseball,1,0,0,1
"Yoshinobu Takahashi",29,Japan,2004,Baseball,0,0,1,1
"Brett Tamburrino",22,Australia,2004,Baseball,0,1,0,1
"Yoshitomo Tani",31,Japan,2004,Baseball,0,0,1,1
"Richard Thompson",20,Australia,2004,Baseball,0,1,0,1
"Koji Uehara",29,Japan,2004,Baseball,0,0,1,1
"Yoandri Urgellés",23,Cuba,2004,Baseball,1,0,0,1
"Osmani Urrutia",28,Cuba,2004,Baseball,1,0,0,1
"Andrew Utting",26,Australia,2004,Baseball,0,1,0,1
"Rodney Van Buizen",23,Australia,2004,Baseball,0,1,0,1
"Manuel Vega",29,Cuba,2004,Baseball,1,0,0,1
"Norge Luis Vera",33,Cuba,2004,Baseball,1,0,0,1
"Kazuhiro Wada",32,Japan,2004,Baseball,0,0,1,1
"Tsuyoshi Wada",23,Japan,2004,Baseball,0,0,1,1
"Ben Wigmore",22,Australia,2004,Baseball,0,1,0,1
"Glenn Williams",27,Australia,2004,Baseball,0,1,0,1
"Jeff Williams",32,Australia,2004,Baseball,0,1,0,1
"Mohamed Aly",29,Egypt,2004,Boxing,0,1,0,1
"Lorenzo Aragon",30,Cuba,2004,Boxing,0,1,0,1
"Magomed Aripgadzhiyev",26,Belarus,2004,Boxing,0,1,0,1
"Bakhtiyar Artayev",21,Kazakhstan,2004,Boxing,1,0,0,1
"Fuad Aslanov",21,Azerbaijan,2004,Boxing,0,0,1,1
"Yan Barthelemí",24,Cuba,2004,Boxing,1,0,0,1
"Manus Boonjumnong",24,Thailand,2004,Boxing,1,0,0,1
"Roberto Cammarelle",24,Italy,2004,Boxing,0,0,1,1
"Andre Dirrell",21,"United States",2004,Boxing,0,0,1,1
"Mohamed El-Sayed",31,Egypt,2004,Boxing,0,0,1,1
"Naser El-Shami",22,Syria,2004,Boxing,0,0,1,1
"Yuriorkis Gamboa",22,Cuba,2004,Boxing,1,0,0,1
"Gaydarbek Gaydarbekov",27,Russia,2004,Boxing,1,0,0,1
"Boris Georgiev",21,Bulgaria,2004,Boxing,0,0,1,1
"Ionut Gheorghe",20,Romania,2004,Boxing,0,0,1,1
"Gennady Golovkin",22,Kazakhstan,2004,Boxing,0,1,0,1
"Ahmed Ismail",28,Egypt,2004,Boxing,0,0,1,1
"Jo Seok-Hwan",24,"South Korea",2004,Boxing,0,0,1,1
"Yudel Johnson",23,Cuba,2004,Boxing,0,1,0,1
"Sergey Kazakov",28,Russia,2004,Boxing,0,0,1,1
"Amir Khan",17,"Great Britain",2004,Boxing,0,1,0,1
"Utkirbek Khaydarov",30,Uzbekistan,2004,Boxing,0,0,1,1
"Murat Khrachov",21,Russia,2004,Boxing,0,0,1,1
"Kim Jeong-Ju",22,"South Korea",2004,Boxing,0,0,1,1
"Kim Song-Guk",20,"North Korea",2004,Boxing,0,1,0,1
"Mario Kindelán",33,Cuba,2004,Boxing,1,0,0,1
"Michel López",27,Cuba,2004,Boxing,0,0,1,1
"Agasi M?mm?dov",24,Azerbaijan,2004,Boxing,0,0,1,1
"Worapoj Petchkoom",23,Thailand,2004,Boxing,0,1,0,1
"Aleksandr Povetkin",24,Russia,2004,Boxing,1,0,0,1
"Suriya Prasathinphimai",24,Thailand,2004,Boxing,0,0,1,1
"Rustam Rahimov",29,Germany,2004,Boxing,0,0,1,1
"Guillermo Rigondeaux",23,Cuba,2004,Boxing,1,0,0,1
"Oleg Saitov",30,Russia,2004,Boxing,0,0,1,1
"Odlanier Solís",24,Cuba,2004,Boxing,1,0,0,1
"Bakhodirdzhon Sultanov",19,Uzbekistan,2004,Boxing,0,0,1,1
"Vitali Tajbert",22,Germany,2004,Boxing,0,0,1,1
"Jérôme Thomas",25,France,2004,Boxing,0,1,0,1
"Aleksey Tishchenko",20,Russia,2004,Boxing,1,0,0,1
"André Ward",20,"United States",2004,Boxing,1,0,0,1
"Atagün Yalçinkaya",17,Turkey,2004,Boxing,0,1,0,1
"Serik Yeleuov",23,Kazakhstan,2004,Boxing,0,0,1,1
"Zou Shiming",23,China,2004,Boxing,0,0,1,1
"Viktor Zuyev",21,Belarus,2004,Boxing,0,1,0,1
"Adriana Behar",35,Brazil,2004,"Beach Volleyball",0,1,0,1
"Javier Bosma",34,Spain,2004,"Beach Volleyball",0,1,0,1
Emanuel,31,Brazil,2004,"Beach Volleyball",1,0,0,1
"Pablo Herrera",22,Spain,2004,"Beach Volleyball",0,1,0,1
"Patrick Heuscher",27,Switzerland,2004,"Beach Volleyball",0,0,1,1
"Stefan Kobel",30,Switzerland,2004,"Beach Volleyball",0,0,1,1
"Misty May-Treanor",27,"United States",2004,"Beach Volleyball",1,0,0,1
"Holly McPeak",35,"United States",2004,"Beach Volleyball",0,0,1,1
Ricardo,29,Brazil,2004,"Beach Volleyball",1,0,0,1
Shelda,31,Brazil,2004,"Beach Volleyball",0,1,0,1
"Kerri Walsh",25,"United States",2004,"Beach Volleyball",1,0,0,1
"Elaine Youngs",34,"United States",2004,"Beach Volleyball",0,0,1,1
"Carmelo Anthony",20,"United States",2004,Basketball,0,0,1,1
"Anna Arkhipova",31,Russia,2004,Basketball,0,0,1,1
"Olga Arteshina",21,Russia,2004,Basketball,0,0,1,1
"Yelena Baranova",32,Russia,2004,Basketball,0,0,1,1
"Gianluca Basile",29,Italy,2004,Basketball,0,1,0,1
"Suzy Batkovic",23,Australia,2004,Basketball,0,1,0,1
"Sue Bird",23,"United States",2004,Basketball,1,0,0,1
"Carlos Boozer",22,"United States",2004,Basketball,0,0,1,1
"Sandy Brondello",35,Australia,2004,Basketball,0,1,0,1
"Massimo Bulleri",26,Italy,2004,Basketball,0,1,0,1
"Swin Cash",24,"United States",2004,Basketball,1,0,0,1
"Tamika Catchings",25,"United States",2004,Basketball,1,0,0,1
"Roberto Chiacig",29,Italy,2004,Basketball,0,1,0,1
"Allison Cook-Tranquilli",32,Australia,2004,Basketball,0,1,0,1
"Carlos Delfino",21,Argentina,2004,Basketball,1,0,0,1
"Tim Duncan",28,"United States",2004,Basketball,0,0,1,1
"Trish Fallon",32,Australia,2004,Basketball,0,1,0,1
"Gabriel Fernández",27,Argentina,2004,Basketball,1,0,0,1
"Jack Galanda",29,Italy,2004,Basketball,0,1,0,1
"Luca Garri",22,Italy,2004,Basketball,0,1,0,1
"Manu Ginóbili",27,Argentina,2004,Basketball,1,0,0,1
"Yolanda Griffith",34,"United States",2004,Basketball,1,0,0,1
"Diana Gustilina",30,Russia,2004,Basketball,0,0,1,1
"Leonardo Gutiérrez",26,Argentina,2004,Basketball,1,0,0,1
"Kristi Harrower",29,Australia,2004,Basketball,0,1,0,1
"Walter Herrmann",25,Argentina,2004,Basketball,1,0,0,1
"Allen Iverson",29,"United States",2004,Basketball,0,0,1,1
"Lauren Jackson",23,Australia,2004,Basketball,0,1,0,1
"LeBron James",19,"United States",2004,Basketball,0,0,1,1
"Richard Jefferson",24,"United States",2004,Basketball,0,0,1,1
"Shannon Johnson",29,"United States",2004,Basketball,1,0,0,1
"Mariya Kalmykova",30,Russia,2004,Basketball,0,0,1,1
"Yelena Karpova",24,Russia,2004,Basketball,0,0,1,1
"Ilona Korstin",24,Russia,2004,Basketball,0,0,1,1
"Lisa Leslie",32,"United States",2004,Basketball,1,0,0,1
"Stephon Marbury",27,"United States",2004,Basketball,0,0,1,1
"Denis Marconato",29,Italy,2004,Basketball,0,1,0,1
"Shawn Marion",26,"United States",2004,Basketball,0,0,1,1
"Michele Mian",31,Italy,2004,Basketball,0,1,0,1
"Alejandro Ariel Montecchia",32,Argentina,2004,Basketball,1,0,0,1
"Andrés Nocioni",24,Argentina,2004,Basketball,1,0,0,1
"Fabricio Oberto",31,Argentina,2004,Basketball,1,0,0,1
"Lamar Odom",24,"United States",2004,Basketball,0,0,1,1
"Emeka Okafor",21,"United States",2004,Basketball,0,0,1,1
"Irina Osipova",23,Russia,2004,Basketball,0,0,1,1
"Natalie Porter",23,Australia,2004,Basketball,0,1,0,1
"Alicia Poto",26,Australia,2004,Basketball,0,1,0,1
"Gianmarco Pozzecco",31,Italy,2004,Basketball,0,1,0,1
"Nikola Radulovic",31,Italy,2004,Basketball,0,1,0,1
"Oksana Rakhmatulina",27,Russia,2004,Basketball,0,0,1,1
"Alex Righetti",27,Italy,2004,Basketball,0,1,0,1
"Ruth Riley",24,"United States",2004,Basketball,1,0,0,1
"Rodolfo Rombaldoni",27,Italy,2004,Basketball,0,1,0,1
"Pepe Sánchez",27,Argentina,2004,Basketball,1,0,0,1
"Luis Scola",24,Argentina,2004,Basketball,1,0,0,1
"Hugo Ariel Sconochini",33,Argentina,2004,Basketball,1,0,0,1
"Tatyana Shchyegoleva",22,Russia,2004,Basketball,0,0,1,1
"Katie Smith",30,"United States",2004,Basketball,1,0,0,1
"Belinda Snell",23,Australia,2004,Basketball,0,1,0,1
"Matteo Soragna",28,Italy,2004,Basketball,0,1,0,1
"Rachael Sporn",36,Australia,2004,Basketball,0,1,0,1
"Dawn Staley",34,"United States",2004,Basketball,1,0,0,1
"Mariya Stepanova",25,Russia,2004,Basketball,0,0,1,1
"Amar'e Stoudemire",24,"United States",2004,Basketball,0,0,1,1
"Laura Summerton-Hodges",20,Australia,2004,Basketball,0,1,0,1
"Sheryl Swoopes",33,"United States",2004,Basketball,1,0,0,1
"Diana Taurasi",22,"United States",2004,Basketball,1,0,0,1
"Penny Taylor",23,Australia,2004,Basketball,0,1,0,1
"Tina Thompson",29,"United States",2004,Basketball,1,0,0,1
"Nataliya Vodopyanova",23,Russia,2004,Basketball,0,0,1,1
"Dwyane Wade Jr.",22,"United States",2004,Basketball,0,0,1,1
"Rubén Wolkowyski",30,Argentina,2004,Basketball,1,0,0,1
"Gail Emms",27,"Great Britain",2004,Badminton,0,1,0,1
"Hian Eng",27,Indonesia,2004,Badminton,0,0,1,1
"Jens Eriksen",34,Denmark,2004,Badminton,0,0,1,1
"Ha Tae-Gwon",29,"South Korea",2004,Badminton,1,0,0,1
"Taufik Hidayat",23,Indonesia,2004,Badminton,1,0,0,1
"Huang Sui",22,China,2004,Badminton,0,1,0,1
"Kim Dong-Mun",28,"South Korea",2004,Badminton,1,0,0,1
"Sony Dwi Kuncoro",20,Indonesia,2004,Badminton,0,0,1,1
"Lee Dong-Su",30,"South Korea",2004,Badminton,0,1,0,1
"Lee Gyeong-Won",24,"South Korea",2004,Badminton,0,0,1,1
"Flandy Limpele",30,Indonesia,2004,Badminton,0,0,1,1
"Mia Audina",24,Netherlands,2004,Badminton,0,1,0,1
"Na Gyeong-Min",27,"South Korea",2004,Badminton,0,0,1,1
"Nathan Robertson",27,"Great Britain",2004,Badminton,0,1,0,1
"Mette Schjoldager",27,Denmark,2004,Badminton,0,0,1,1
"Son Seung-Mo",24,"South Korea",2004,Badminton,0,1,0,1
"Yang Wei",25,China,2004,Badminton,1,0,0,1
"Yu Yong-Seong",29,"South Korea",2004,Badminton,0,1,0,1
