athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Aida Shanayeva",26,Russia,2012,Fencing,0,1,0,1
"Yana Shemiakina",26,Ukraine,2012,Fencing,1,0,0,1
"Sin A-Lam",25,"South Korea",2012,Fencing,0,1,0,1
"Alexandru Siri?eanu",28,Romania,2012,Fencing,0,1,0,1
"Áron Szilágyi",22,Hungary,2012,Fencing,1,0,0,1
"Luigi Tarantino",39,Italy,2012,Fencing,0,0,1,1
"Sofiya Velikaya",27,Russia,2012,Fencing,0,1,0,1
"André Weßels",30,Germany,2012,Fencing,0,0,1,1
"Won Wu-Yeong",30,"South Korea",2012,Fencing,1,0,0,1
"Xu Anqi",20,China,2012,Fencing,1,0,0,1
"Florin Zalomir",31,Romania,2012,Fencing,0,1,0,1
"Ramzy Al-Duhami",40,"Saudi Arabia",2012,Equestrian,0,0,1,1
"Prince Abdullah Al-Saud",27,"Saudi Arabia",2012,Equestrian,0,0,1,1
"Sara Algotsson Ostholt",37,Sweden,2012,Equestrian,0,1,0,1
"Kamal Bahamdan",42,"Saudi Arabia",2012,Equestrian,0,0,1,1
"Scott Brash",26,"Great Britain",2012,Equestrian,1,0,0,1
"Peter Charles",52,"Great Britain",2012,Equestrian,1,0,0,1
"Tina Cook",41,"Great Britain",2012,Equestrian,0,1,0,1
"William Fox-Pitt",43,"Great Britain",2012,Equestrian,0,1,0,1
"Edward Gal",42,Netherlands,2012,Equestrian,0,0,1,1
"Steve Guerdat",30,Switzerland,2012,Equestrian,1,0,0,1
"Carl Hester",45,"Great Britain",2012,Equestrian,1,0,0,1
"Marc Houtzager",41,Netherlands,2012,Equestrian,0,1,0,1
"Ingrid Klimke",44,Germany,2012,Equestrian,1,0,0,1
"Helen Langehanenberg",30,Germany,2012,Equestrian,0,1,0,1
"Ben Maher",29,"Great Britain",2012,Equestrian,1,0,0,1
"Andrew Nicholson",50,"New Zealand",2012,Equestrian,0,0,1,1
"Cian O'Connor",32,Ireland,2012,Equestrian,0,0,1,1
"Jonathan Paget",28,"New Zealand",2012,Equestrian,0,0,1,1
"Zara Phillips",31,"Great Britain",2012,Equestrian,0,1,0,1
"Caroline Powell",39,"New Zealand",2012,Equestrian,0,0,1,1
"Jonelle Richards",31,"New Zealand",2012,Equestrian,0,0,1,1
"Dorothee Schneider",43,Germany,2012,Equestrian,0,1,0,1
"Dirk Schrade",34,Germany,2012,Equestrian,1,0,0,1
"Abdullah Sharbatly",29,"Saudi Arabia",2012,Equestrian,0,0,1,1
"Nick Skelton",54,"Great Britain",2012,Equestrian,1,0,0,1
"Kristina Sprehe",25,Germany,2012,Equestrian,0,1,0,1
"Peter Thomsen",51,Germany,2012,Equestrian,1,0,0,1
"Mary Thomson-King",51,"Great Britain",2012,Equestrian,0,1,0,1
"Mark Todd",56,"New Zealand",2012,Equestrian,0,0,1,1
"Maikel van der Vleuten",24,Netherlands,2012,Equestrian,0,1,0,1
"Anky van Grunsven",44,Netherlands,2012,Equestrian,0,0,1,1
"Jur Vrieling",43,Netherlands,2012,Equestrian,0,1,0,1
"Nicola Wilson",35,"Great Britain",2012,Equestrian,0,1,0,1
"Jennifer Abel",20,Canada,2012,Diving,0,0,1,1
"Meaghan Benfeito",23,Canada,2012,Diving,0,0,1,1
"Brittany Broben",16,Australia,2012,Diving,0,1,0,1
"Kelci Bryant",23,"United States",2012,Diving,0,1,0,1
"Cao Yuan",17,China,2012,Diving,1,0,0,1
"Tom Daley",18,"Great Britain",2012,Diving,0,0,1,1
"Troy Dumais",32,"United States",2012,Diving,0,0,1,1
"Paola Espinosa",26,Mexico,2012,Diving,0,1,0,1
"Roseline Filion",25,Canada,2012,Diving,0,0,1,1
"Iván García",18,Mexico,2012,Diving,0,1,0,1
"He Chong",25,China,2012,Diving,0,0,1,1
"Emilie Heymans",30,Canada,2012,Diving,0,0,1,1
"Kristian Ipsen",19,"United States",2012,Diving,0,0,1,1
"Abby Johnston",22,"United States",2012,Diving,0,1,0,1
"Yevgeny Kuznetsov",22,Russia,2012,Diving,0,1,0,1
"Luo Yutong",26,China,2012,Diving,1,0,0,1
"Nick McCrory",20,"United States",2012,Diving,0,0,1,1
"Alejandra Orozco",15,Mexico,2012,Diving,0,1,0,1
"Pandelela Pamg",19,Malaysia,2012,Diving,0,0,1,1
"Qiu Bo",19,China,2012,Diving,0,1,0,1
"Germán Sánchez",20,Mexico,2012,Diving,0,1,0,1
"Laura Sánchez",26,Mexico,2012,Diving,0,0,1,1
"Wang Hao",19,China,2012,Diving,1,0,0,1
"Zhang Yanquan",18,China,2012,Diving,1,0,0,1
"Lizzie Armitstead",23,"Great Britain",2012,Cycling,0,1,0,1
"Kristin Armstrong",38,"United States",2012,Cycling,1,0,0,1
"Judith Arndt",36,Germany,2012,Cycling,0,1,0,1
"Dotsie Bausch",39,"United States",2012,Cycling,0,1,0,1
"Sam Bewley",25,"New Zealand",2012,Cycling,0,0,1,1
"Jack Bobridge",23,Australia,2012,Cycling,0,1,0,1
"Julie Bresset",23,France,2012,Cycling,1,0,0,1
"Steven Burke",24,"Great Britain",2012,Cycling,1,0,0,1
"Gillian Carleton",22,Canada,2012,Cycling,0,0,1,1
"Bryan Coquard",20,France,2012,Cycling,0,1,0,1
"Michaël D'Almeida",24,France,2012,Cycling,0,1,0,1
"Rohan Dennis",22,Australia,2012,Cycling,0,1,0,1
"Annette Edmondson",20,Australia,2012,Cycling,0,0,1,1
"René Enders",25,Germany,2012,Cycling,0,0,1,1
"Marco Aurelio Fontana",27,Italy,2012,Cycling,0,0,1,1
"Robert Förstemann",26,Germany,2012,Cycling,0,0,1,1
"Chris Froome",27,"Great Britain",2012,Cycling,0,0,1,1
"Aaron Gate",21,"New Zealand",2012,Cycling,0,0,1,1
"Jasmin Glaesser",20,Canada,2012,Cycling,0,0,1,1
"Gong Jinjie",25,China,2012,Cycling,0,1,0,1
"Westley Gough",24,"New Zealand",2012,Cycling,0,0,1,1
"Georgia Gould",32,"United States",2012,Cycling,0,0,1,1
"Lasse Norman Hansen",20,Denmark,2012,Cycling,1,0,0,1
"Michael Hepburn",20,Australia,2012,Cycling,0,1,0,1
"Philip Hindes",19,"Great Britain",2012,Cycling,1,0,0,1
"Peter Kennaugh",23,"Great Britain",2012,Cycling,1,0,0,1
"Dani King",21,"Great Britain",2012,Cycling,1,0,0,1
"Alexander Kristoff",25,Norway,2012,Cycling,0,0,1,1
"Jaroslav Kulhavý",27,"Czech Republic",2012,Cycling,1,0,0,1
"Lee Wai Sze",25,"Hong Kong",2012,Cycling,0,0,1,1
"Tony Martin",27,Germany,2012,Cycling,0,1,0,1
"Kaarle McCulloch",24,Australia,2012,Cycling,0,0,1,1
"Teun Mulder",31,Netherlands,2012,Cycling,0,0,1,1
"Glenn O'Shea",23,Australia,2012,Cycling,0,1,0,1
"Carlos Oquendo",24,Colombia,2012,Cycling,0,0,1,1
"Mariana Pajón",20,Colombia,2012,Cycling,1,0,0,1
"Shane Perkins",25,Australia,2012,Cycling,0,0,1,1
"Jennie Reed",34,"United States",2012,Cycling,0,1,0,1
"Joanna Rowsell",23,"Great Britain",2012,Cycling,1,0,0,1
"Marc Ryan",29,"New Zealand",2012,Cycling,0,0,1,1
"Nino Schurter",26,Switzerland,2012,Cycling,0,1,0,1
"Jesse Sergent",24,"New Zealand",2012,Cycling,0,0,1,1
"Kévin Sireau",25,France,2012,Cycling,0,1,0,1
"Laura Smulders",18,Netherlands,2012,Cycling,0,0,1,1
"Sabine Spitz",40,Germany,2012,Cycling,0,1,0,1
"Maris Štrombergs",25,Latvia,2012,Cycling,1,0,0,1
"Lauren Tamayo",28,"United States",2012,Cycling,0,1,0,1
"Geraint Thomas",26,"Great Britain",2012,Cycling,1,0,0,1
"Rigoberto Urán",25,Colombia,2012,Cycling,0,1,0,1
"Simon van Velthooven",23,"New Zealand",2012,Cycling,0,0,1,1
"Aleksandr Vinokurov",38,Kazakhstan,2012,Cycling,1,0,0,1
"Kristina Vogel",21,Germany,2012,Cycling,1,0,0,1
"Marianne Vos",25,Netherlands,2012,Cycling,1,0,0,1
"Sarah Walker",24,"New Zealand",2012,Cycling,0,1,0,1
"Miriam Welte",25,Germany,2012,Cycling,1,0,0,1
"Tara Whitten",32,Canada,2012,Cycling,0,0,1,1
"Bradley Wiggins",32,"Great Britain",2012,Cycling,1,0,0,1
"Sam Willoughby",20,Australia,2012,Cycling,0,1,0,1
"Hannes Aigner",23,Germany,2012,Canoeing,0,0,1,1
"Tim Baillie",33,"Great Britain",2012,Canoeing,1,0,0,1
"Aleksandr Bogdanovich",30,Belarus,2012,Canoeing,0,1,0,1
"Andrey Bogdanovich",24,Belarus,2012,Canoeing,0,1,0,1
"Sebastian Brendel",24,Germany,2012,Canoeing,1,0,0,1
"David Cal",29,Spain,2012,Canoeing,0,1,0,1
"Lisa Carrington",23,"New Zealand",2012,Canoeing,1,0,0,1
"Yuriy Cheban",26,Ukraine,2012,Canoeing,1,0,0,1
"Maialen Chourraut",29,Spain,2012,Canoeing,0,0,1,1
"Jacob Clear",27,Australia,2012,Canoeing,1,0,0,1
"Saúl Craviotto",27,Spain,2012,Canoeing,0,1,0,1
"Mark de Jonge",28,Canada,2012,Canoeing,0,0,1,1
"Rudolf Dombi",25,Hungary,2012,Canoeing,1,0,0,1
"Josef Dostál",19,"Czech Republic",2012,Canoeing,0,0,1,1
"Aleksandr Dyachenko",22,Russia,2012,Canoeing,1,0,0,1
"Tony Estanguet",34,France,2012,Canoeing,1,0,0,1
"Krisztina Fazekas Zur",32,Hungary,2012,Canoeing,1,0,0,1
"Emilie Fer",29,France,2012,Canoeing,1,0,0,1
"David Florence",29,"Great Britain",2012,Canoeing,0,1,0,1
"Jess Fox",18,Australia,2012,Canoeing,0,1,0,1
"Bridgitte Hartley",29,"South Africa",2012,Canoeing,0,0,1,1
"Daniel Havel",20,"Czech Republic",2012,Canoeing,0,0,1,1
"Liam Heath",27,"Great Britain",2012,Canoeing,0,0,1,1
"Pavol Hochschorner",32,Slovakia,2012,Canoeing,0,0,1,1
"Peter Hochschorner",32,Slovakia,2012,Canoeing,0,0,1,1
"Max Hoff",29,Germany,2012,Canoeing,0,0,1,1
"Martin Hollstein",25,Germany,2012,Canoeing,0,0,1,1
"Richard Hounslow",30,"Great Britain",2012,Canoeing,0,1,0,1
"Vavrinec Hradílek",25,"Czech Republic",2012,Canoeing,0,1,0,1
"Andreas Ihle",33,Germany,2012,Canoeing,0,0,1,1
"Zoltán Kammerer",34,Hungary,2012,Canoeing,0,1,0,1
"Olga Khudenko",20,Belarus,2012,Canoeing,0,0,1,1
"Roland Kökény",36,Hungary,2012,Canoeing,1,0,0,1
"Aleksey Korovashkov",20,Russia,2012,Canoeing,0,0,1,1
"Peter Kretschmer",20,Germany,2012,Canoeing,1,0,0,1
"Tamás Kulifai",23,Hungary,2012,Canoeing,0,1,0,1
"Kurt Kuschela",23,Germany,2012,Canoeing,1,0,0,1
"Eirik Verås Larsen",36,Norway,2012,Canoeing,1,0,0,1
"Carolin Leonhardt",27,Germany,2012,Canoeing,0,1,0,1
"Vadim Makhnyov",32,Belarus,2012,Canoeing,0,1,0,1
"Michal Martikán",33,Slovakia,2012,Canoeing,0,0,1,1
"Ed McKeever",28,"Great Britain",2012,Canoeing,1,0,0,1
"Beata Mikolajczyk",26,Poland,2012,Canoeing,0,0,1,1
"Daniele Molmenti",27,Italy,2012,Canoeing,1,0,0,1
"Karolina Naja",22,Poland,2012,Canoeing,0,0,1,1
"Mark Oldershaw",29,Canada,2012,Canoeing,0,0,1,1
"Dániel Pauman",25,Hungary,2012,Canoeing,0,1,0,1
"Ilya Pervukhin",21,Russia,2012,Canoeing,0,0,1,1
"Roman Petrushenko",31,Belarus,2012,Canoeing,0,1,0,1
"Fernando Pimenta",22,Portugal,2012,Canoeing,0,1,0,1
"Marina Poltoran",24,Belarus,2012,Canoeing,0,0,1,1
"Irina Pomelova",22,Belarus,2012,Canoeing,0,0,1,1
"Nadezhda Popok",23,Belarus,2012,Canoeing,0,0,1,1
"Yury Postrigay",23,Russia,2012,Canoeing,1,0,0,1
"Jon Schofield",27,"Great Britain",2012,Canoeing,0,0,1,1
"Ivan Shtyl",26,Russia,2012,Canoeing,0,0,1,1
"Emanuel Silva",26,Portugal,2012,Canoeing,0,1,0,1
"Dave Smith",25,Australia,2012,Canoeing,1,0,0,1
"Tate Smith",30,Australia,2012,Canoeing,1,0,0,1
"Jan Šterba",31,"Czech Republic",2012,Canoeing,0,0,1,1
"Murray Stewart",26,Australia,2012,Canoeing,1,0,0,1
"Etienne Stott",33,"Great Britain",2012,Canoeing,1,0,0,1
"Jevgenijus Šuklinas",26,Lithuania,2012,Canoeing,0,1,0,1
"Gabriella Szabó",25,Hungary,2012,Canoeing,1,0,0,1
"Sideris Tasiadis",22,Germany,2012,Canoeing,0,1,0,1
"Dávid Tóth",27,Hungary,2012,Canoeing,0,1,0,1
"Lukáš Trefil",23,"Czech Republic",2012,Canoeing,0,0,1,1
"Adam Van Koeverden",30,Canada,2012,Canoeing,0,1,0,1
"Katrin Wagner-Augustin",34,Germany,2012,Canoeing,0,1,0,1
"Nicola Adams",29,"Great Britain",2012,Boxing,1,0,0,1
"Misha Aloyan",23,Russia,2012,Boxing,0,0,1,1
"Lázaro Álvarez",21,Cuba,2012,Boxing,0,0,1,1
"Adriana Araújo",31,Brazil,2012,Boxing,0,0,1,1
"Abbos Atayev",26,Uzbekistan,2012,Boxing,0,0,1,1
"David Ayrapetyan",28,Russia,2012,Boxing,0,0,1,1
"Paddy Barnes",25,Ireland,2012,Boxing,0,0,1,1
"Denys Berinchyk",24,Ukraine,2012,Boxing,0,1,0,1
"Roberto Cammarelle",32,Italy,2012,Boxing,0,1,0,1
"Luke Campbell",24,"Great Britain",2012,Boxing,1,0,0,1
"Mavzuna Choriyeva",19,Tajikistan,2012,Boxing,0,0,1,1
"Michael Conlan",20,Ireland,2012,Boxing,0,0,1,1
"Ivan Dychko",21,Kazakhstan,2012,Boxing,0,0,1,1
"Marlen Esparza",23,"United States",2012,Boxing,0,0,1,1
"Fred Evans",21,"Great Britain",2012,Boxing,0,1,0,1
"Esquiva Florentino",22,Brazil,2012,Boxing,0,1,0,1
"Yamaguchi Florentino",24,Brazil,2012,Boxing,0,0,1,1
"Han Sun-Cheol",27,"South Korea",2012,Boxing,0,1,0,1
"Oleksandr Hvozdyk",25,Ukraine,2012,Boxing,0,0,1,1
"Roniel Iglesias",23,Cuba,2012,Boxing,1,0,0,1
"Anthony Joshua",22,"Great Britain",2012,Boxing,1,0,0,1
"M. C. Mary Kom",29,India,2012,Boxing,0,0,1,1
"Li Jinzi",22,China,2012,Boxing,0,0,1,1
"Vasyl Lomachenko",24,Ukraine,2012,Boxing,1,0,0,1
"Vincenzo Mangiacapre",23,Italy,2012,Boxing,0,0,1,1
"Yegor Mekhontsev",27,Russia,2012,Boxing,1,0,0,1
"Ryota Murata",26,Japan,2012,Boxing,1,0,0,1
"M?h?mm?dr?sul M?cidov",25,Azerbaijan,2012,Boxing,0,0,1,1
"Teymur M?mm?dov",19,Azerbaijan,2012,Boxing,0,0,1,1
"John Joe Nevin",23,Ireland,2012,Boxing,0,1,0,1
"Adilbek Niyazymbetov",23,Kazakhstan,2012,Boxing,0,1,0,1
"Nyambayaryn Tögstsogt",20,Mongolia,2012,Boxing,0,1,0,1
"Sofya Ochigava",25,Russia,2012,Boxing,0,1,0,1
"Anthony Ogogo",23,"Great Britain",2012,Boxing,0,0,1,1
"Evaldas Petrauskas",20,Lithuania,2012,Boxing,0,0,1,1
"Kaeo Pongprayoon",32,Thailand,2012,Boxing,0,1,0,1
"Tervel Pulev",29,Bulgaria,2012,Boxing,0,0,1,1
"Robeisy Ramírez",18,Cuba,2012,Boxing,1,0,0,1
"Ren Cancan",24,China,2012,Boxing,0,1,0,1
"Clemente Russo",30,Italy,2012,Boxing,0,1,0,1
"Serik Sapiyev",28,Kazakhstan,2012,Boxing,1,0,0,1
"Taras Shelestiuk",26,Ukraine,2012,Boxing,0,0,1,1
"Claressa Shields",17,"United States",2012,Boxing,1,0,0,1
"Satoshi Shimizu",26,Japan,2012,Boxing,0,0,1,1
"Katie Taylor",26,Ireland,2012,Boxing,1,0,0,1
"Yasnier Toledo",22,Cuba,2012,Boxing,0,0,1,1
"Nadezhda Torlopova",33,Russia,2012,Boxing,0,1,0,1
"Uranchimegiin Mönkh-Erdene",30,Mongolia,2012,Boxing,0,0,1,1
"Oleksandr Usik",25,Ukraine,2012,Boxing,1,0,0,1
"Marina Volnova",23,Kazakhstan,2012,Boxing,0,0,1,1
"Andrey Zamkovoy",25,Russia,2012,Boxing,0,0,1,1
"Zou Shiming",31,China,2012,Boxing,1,0,0,1
"Julius Brink",30,Germany,2012,"Beach Volleyball",1,0,0,1
"Alison Cerutti",27,Brazil,2012,"Beach Volleyball",0,1,0,1
Emanuel,39,Brazil,2012,"Beach Volleyball",0,1,0,1
Juliana,29,Brazil,2012,"Beach Volleyball",0,0,1,1
"Jen Kessy",34,"United States",2012,"Beach Volleyball",0,1,0,1
Larissa,30,Brazil,2012,"Beach Volleyball",0,0,1,1
"Misty May-Treanor",34,"United States",2012,"Beach Volleyball",1,0,0,1
"Martinš Plavinš",27,Latvia,2012,"Beach Volleyball",0,0,1,1
"Jonas Reckermann",33,Germany,2012,"Beach Volleyball",1,0,0,1
"April Ross",30,"United States",2012,"Beach Volleyball",0,1,0,1
"Janis Šmedinš",24,Latvia,2012,"Beach Volleyball",0,0,1,1
"Kerri Walsh",33,"United States",2012,"Beach Volleyball",1,0,0,1
"Carmelo Anthony",28,"United States",2012,Basketball,1,0,0,1
"Semyon Antonov",23,Russia,2012,Basketball,0,0,1,1
"Seimone Augustus",28,"United States",2012,Basketball,1,0,0,1
"Suzy Batkovic",31,Australia,2012,Basketball,0,0,1,1
"Clémence Beikes",28,France,2012,Basketball,0,1,0,1
"Sue Bird",31,"United States",2012,Basketball,1,0,0,1
"Abby Bishop",23,Australia,2012,Basketball,0,0,1,1
"Kobe Bryant",33,"United States",2012,Basketball,1,0,0,1
"José Manuel Calderón",30,Spain,2012,Basketball,0,1,0,1
"Liz Cambage",20,Australia,2012,Basketball,0,0,1,1
"Swin Cash",32,"United States",2012,Basketball,1,0,0,1
"Tamika Catchings",33,"United States",2012,Basketball,1,0,0,1
"Tyson Chandler",29,"United States",2012,Basketball,1,0,0,1
"Tina Charles",23,"United States",2012,Basketball,1,0,0,1
"Víctor Claver",23,Spain,2012,Basketball,0,1,0,1
"Anthony Davis",19,"United States",2012,Basketball,1,0,0,1
"Jennifer Digbeu",25,France,2012,Basketball,0,1,0,1
"Céline Dumerc",30,France,2012,Basketball,0,1,0,1
"Kevin Durant",23,"United States",2012,Basketball,1,0,0,1
"Rudy Fernández",27,Spain,2012,Basketball,0,1,0,1
"Sylvia Fowles",26,"United States",2012,Basketball,1,0,0,1
"Vitaly Fridzon",26,Russia,2012,Basketball,0,0,1,1
"Marc Gasol",27,Spain,2012,Basketball,0,1,0,1
"Pau Gasol",32,Spain,2012,Basketball,0,1,0,1
"Elodie Godin",27,France,2012,Basketball,0,1,0,1
"Émilie Gomis",28,France,2012,Basketball,0,1,0,1
"Sandrine Gruda",25,France,2012,Basketball,0,1,0,1
"James Harden",22,"United States",2012,Basketball,1,0,0,1
"Kristi Harrower",37,Australia,2012,Basketball,0,0,1,1
"Serge Ibaka",22,Spain,2012,Basketball,0,1,0,1
"Andre Iguodala",28,"United States",2012,Basketball,1,0,0,1
"Lauren Jackson",31,Australia,2012,Basketball,0,0,1,1
"LeBron James",27,"United States",2012,Basketball,1,0,0,1
"Rachel Jarry",20,Australia,2012,Basketball,0,0,1,1
"Asjha Jones",31,"United States",2012,Basketball,1,0,0,1
"Sergey Karasyov",18,Russia,2012,Basketball,0,0,1,1
"Aleksandr Kaun",27,Russia,2012,Basketball,0,0,1,1
"Viktor Khryapa",29,Russia,2012,Basketball,0,0,1,1
"Dmitry Khvostov",22,Russia,2012,Basketball,0,0,1,1
"Andrey Kirilenko",31,Russia,2012,Basketball,0,0,1,1
"Marion Laborde",25,France,2012,Basketball,0,1,0,1
"Edwige Lawson-Wade",33,France,2012,Basketball,0,1,0,1
"Florence Lepron",27,France,2012,Basketball,0,1,0,1
"Sergio Llull",24,Spain,2012,Basketball,0,1,0,1
"Kevin Love",23,"United States",2012,Basketball,1,0,0,1
"Kathleen MacLeod",25,Australia,2012,Basketball,0,0,1,1
"Angel McCoughtry",25,"United States",2012,Basketball,1,0,0,1
"Endéné Miyem",24,France,2012,Basketball,0,1,0,1
"Sergey Monya",29,Russia,2012,Basketball,0,0,1,1
"Maya Moore",23,"United States",2012,Basketball,1,0,0,1
"Timofey Mozgov",26,Russia,2012,Basketball,0,0,1,1
"Juan Carlos Navarro",32,Spain,2012,Basketball,0,1,0,1
"Emmeline Ndongue",29,France,2012,Basketball,0,1,0,1
"Jenna O'Hea",25,Australia,2012,Basketball,0,0,1,1
"Candace Parker",26,"United States",2012,Basketball,1,0,0,1
"Chris Paul",27,"United States",2012,Basketball,1,0,0,1
"Anton Ponkrashov",26,Russia,2012,Basketball,0,0,1,1
"Felipe Reyes",32,Spain,2012,Basketball,0,1,0,1
"Samantha Richards",29,Australia,2012,Basketball,0,0,1,1
"Sergio Rodríguez",26,Spain,2012,Basketball,0,1,0,1
"Víctor Sada",28,Spain,2012,Basketball,0,1,0,1
"Fernando San Emeterio",28,Spain,2012,Basketball,0,1,0,1
"Jenni Screen",30,Australia,2012,Basketball,0,0,1,1
"Aleksey Shved",23,Russia,2012,Basketball,0,0,1,1
"Belinda Snell",31,Australia,2012,Basketball,0,0,1,1
"Laura Summerton-Hodges",28,Australia,2012,Basketball,0,0,1,1
"Diana Taurasi",30,"United States",2012,Basketball,1,0,0,1
"Yevgeny Voronov",26,Russia,2012,Basketball,0,0,1,1
"Russell Westbrook",23,"United States",2012,Basketball,1,0,0,1
"Lindsay Whalen",30,"United States",2012,Basketball,1,0,0,1
"Deron Williams",28,"United States",2012,Basketball,1,0,0,1
"Isabelle Yacoubou",26,France,2012,Basketball,0,1,0,1
"Mathias Boe",32,Denmark,2012,Badminton,0,1,0,1
"Cai Yun",32,China,2012,Badminton,1,0,0,1
"Chen Long",23,China,2012,Badminton,0,0,1,1
"Fu Haifeng",28,China,2012,Badminton,1,0,0,1
"Mizuki Fujii",23,Japan,2012,Badminton,0,1,0,1
"Jeong Jae-Seong",29,"South Korea",2012,Badminton,0,0,1,1
"Reika Kakiiwa",23,Japan,2012,Badminton,0,1,0,1
"Lee Chong Wei",29,Malaysia,2012,Badminton,0,1,0,1
"Lee Yong-Dae",23,"South Korea",2012,Badminton,0,0,1,1
"Li Xuerui",21,China,2012,Badminton,1,0,0,1
"Lin Dan",28,China,2012,Badminton,1,0,0,1
"Ma Jin",24,China,2012,Badminton,0,1,0,1
"Carsten Mogensen",29,Denmark,2012,Badminton,0,1,0,1
"Saina Nehwal",22,India,2012,Badminton,0,0,1,1
"Joachim Fischer Nielsen",33,Denmark,2012,Badminton,0,0,1,1
"Christinna Pedersen",26,Denmark,2012,Badminton,0,0,1,1
"Valeriya Sorokina",28,Russia,2012,Badminton,0,0,1,1
"Tian Qing",25,China,2012,Badminton,1,0,0,1
"Nina Vislova",25,Russia,2012,Badminton,0,0,1,1
"Wang Yihan",24,China,2012,Badminton,0,1,0,1
"Xu Chen",27,China,2012,Badminton,0,1,0,1
"Zhang Nan",22,China,2012,Badminton,1,0,0,1
"Valerie Adams-Vili",27,"New Zealand",2012,Athletics,1,0,0,1
"Habiba Al-Ghribi-Boudra",28,Tunisia,2012,Athletics,0,1,0,1
"Ade Alleyne-Forte",23,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Nijel Amos",18,Botswana,2012,Athletics,0,1,0,1
"Sofia Assefa",24,Ethiopia,2012,Athletics,0,0,1,1
"Ryan Bailey",23,"United States",2012,Athletics,0,1,0,1
"Kemar Bailey-Cole",20,Jamaica,2012,Athletics,1,0,0,1
"Keshia Baker",24,"United States",2012,Athletics,1,0,0,1
"Brigetta Barrett",21,"United States",2012,Athletics,0,1,0,1
"Erick Barrondo",21,Guatemala,2012,Athletics,0,1,0,1
"Mutaz Essa Barshim",21,Qatar,2012,Athletics,0,0,1,1
"Tariku Bekele",25,Ethiopia,2012,Athletics,0,0,1,1
"Keston Bledman",24,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Chris Brown",33,Bahamas,2012,Athletics,1,0,0,1
"Yelyzaveta Bryzhina",22,Ukraine,2012,Athletics,0,0,1,1
"Gamze Bulut",20,Turkey,2012,Athletics,0,1,0,1
"Marc Burns",29,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Asli Çakir",26,Turkey,2012,Athletics,1,0,0,1
"Emmanuel Callender",28,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Schillonie Calvert",24,Jamaica,2012,Athletics,0,1,0,1
"Nesta Carter",26,Jamaica,2012,Athletics,1,0,0,1
"Chen Ding",19,China,2012,Athletics,1,0,0,1
"Tatyana Chernova",24,Russia,2012,Athletics,0,0,1,1
"Anna Chicherova",30,Russia,2012,Athletics,1,0,0,1
"Javier Culson",28,"Puerto Rico",2012,Athletics,0,0,1,1
"Christine Day",25,Jamaica,2012,Athletics,0,0,1,1
"Meseret Defar",28,Ethiopia,2012,Athletics,1,0,0,1
"Janay DeLoach",26,"United States",2012,Athletics,0,0,1,1
"Jeff Demps",22,"United States",2012,Athletics,0,1,0,1
"Lashinda Demus",29,"United States",2012,Athletics,0,1,0,1
"Diamond Dixon",20,"United States",2012,Athletics,1,0,0,1
"Fabrizio Donato",35,Italy,2012,Athletics,0,0,1,1
"Derek Drouin",22,Canada,2012,Athletics,0,0,1,1
"Ashton Eaton",24,"United States",2012,Athletics,1,0,0,1
"Jessica Ennis",26,"Great Britain",2012,Athletics,1,0,0,1
"Tatyana Firova",29,Russia,2012,Athletics,0,1,0,1
"Michael Frater",29,Jamaica,2012,Athletics,1,0,0,1
"Tyson Gay",30,"United States",2012,Athletics,0,1,0,1
"Dejen Gebremeskel",22,Ethiopia,2012,Athletics,0,1,0,1
"Tiki Gelana",24,Ethiopia,2012,Athletics,1,0,0,1
"Gong Lijiao",23,China,2012,Athletics,0,0,1,1
"Robbie Grabarz",24,"Great Britain",2012,Athletics,0,0,1,1
"Yuliya Gushchina",29,Russia,2012,Athletics,0,1,0,1
"Ehsan Haddadi",27,Iran,2012,Athletics,0,1,0,1
"Trey Hardee",28,"United States",2012,Athletics,0,1,0,1
"Dawn Harper",28,"United States",2012,Athletics,0,1,0,1
"Robert Harting",27,Germany,2012,Athletics,1,0,0,1
"Betty Heidler",28,Germany,2012,Athletics,0,0,1,1
"Zuzana Hejnová",25,"Czech Republic",2012,Athletics,0,0,1,1
"Samantha Henry-Robinson",23,Jamaica,2012,Athletics,0,1,0,1
"Reese Hoffa",34,"United States",2012,Athletics,0,0,1,1
"Raphael Holzdeppe",22,Germany,2012,Athletics,0,0,1,1
"Caterine Ibargüén",28,Colombia,2012,Athletics,0,1,0,1
"Abdalaati Iguider",25,Morocco,2012,Athletics,0,0,1,1
"Yelena Isinbayeva",30,Russia,2012,Athletics,0,0,1,1
"Maryam Jamal",27,Bahrain,2012,Athletics,0,0,1,1
"Kirani James",19,Grenada,2012,Athletics,1,0,0,1
"Priscah Jeptoo",28,Kenya,2012,Athletics,0,1,0,1
"Olga Kaniskina",27,Russia,2012,Athletics,0,1,0,1
"Gerd Kanter",33,Estonia,2012,Athletics,0,0,1,1
"Anastasiya Kapachinskaya",32,Russia,2012,Athletics,0,1,0,1
"Ezekiel Kemboi",30,Kenya,2012,Athletics,1,0,0,1
