athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Gu Jun",25,China,2000,Badminton,1,0,0,1
"Tony Gunawan",25,Indonesia,2000,Badminton,1,0,0,1
"Ha Tae-Gwon",25,"South Korea",2000,Badminton,0,0,1,1
"Trikus Haryanto",26,Indonesia,2000,Badminton,0,1,0,1
Hendrawan,28,Indonesia,2000,Badminton,0,1,0,1
"Huang Nanyan",23,China,2000,Badminton,0,1,0,1
"Ji Xinpeng",22,China,2000,Badminton,1,0,0,1
"Kim Dong-Mun",24,"South Korea",2000,Badminton,0,0,1,1
"Lee Dong-Su",26,"South Korea",2000,Badminton,0,1,0,1
"Camilla Martin",26,Denmark,2000,Badminton,0,1,0,1
"Qin Yiyuan",27,China,2000,Badminton,0,0,1,1
"Minarti Timur",32,Indonesia,2000,Badminton,0,1,0,1
"Candra Wijaya",25,Indonesia,2000,Badminton,1,0,0,1
"Joanne Wright-Goode",27,"Great Britain",2000,Badminton,0,0,1,1
"Xia Xuanze",21,China,2000,Badminton,0,0,1,1
"Yang Wei",21,China,2000,Badminton,0,1,0,1
"Ye Zhaoying",26,China,2000,Badminton,0,0,1,1
"Yu Yong-Seong",25,"South Korea",2000,Badminton,0,1,0,1
"Zhang Jun",22,China,2000,Badminton,1,0,0,1
"Gezahgne Abera",22,Ethiopia,2000,Athletics,1,0,0,1
"Hadi Soua'an Al-Somaily",23,"Saudi Arabia",2000,Athletics,0,1,0,1
"Virgilijus Alekna",28,Lithuania,2000,Athletics,1,0,0,1
"Glory Alozie",22,Nigeria,2000,Athletics,0,1,0,1
"Andrea Anderson",23,"United States",2000,Athletics,1,0,0,1
"Vladimir Andreyev",34,Russia,2000,Athletics,0,0,1,1
"Igor Astapkovich",37,Belarus,2000,Athletics,0,0,1,1
"Nduka Awazie",19,Nigeria,2000,Athletics,1,0,0,1
"Sanjay Ayre",20,Jamaica,2000,Athletics,0,1,0,1
"Steve Backley",31,"Great Britain",2000,Athletics,0,1,0,1
"Sunday Bada",31,Nigeria,2000,Athletics,1,0,0,1
"Violeta Beclea-Szekely",35,Romania,2000,Athletics,0,1,0,1
"Kajsa Bergqvist",23,Sweden,2000,Athletics,0,0,1,1
"Nezha Bidouane",31,Morocco,2000,Athletics,0,0,1,1
"Michael Blackwood",22,Jamaica,2000,Athletics,0,1,0,1
"Wilson Boit Kipketer",26,Kenya,2000,Athletics,0,1,0,1
"Kenny Brokenburr",31,"United States",2000,Athletics,1,0,0,1
"Chris Brown",21,Bahamas,2000,Athletics,0,0,1,1
"Michelle Burgher",23,Jamaica,2000,Athletics,0,1,0,1
"Darren Campbell",27,"Great Britain",2000,Athletics,0,1,0,1
"Veronica Campbell-Brown",18,Jamaica,2000,Athletics,0,1,0,1
"José A. César",22,Cuba,2000,Athletics,0,0,1,1
"Joyce Chepchumba",29,Kenya,2000,Athletics,0,0,1,1
"Clement Chukwu",27,Nigeria,2000,Athletics,1,0,0,1
"Eldece Clarke-Lewis",35,Bahamas,2000,Athletics,1,0,0,1
"LaTasha Colander-Richardson",24,"United States",2000,Athletics,1,0,0,1
"Mark Crear",31,"United States",2000,Athletics,0,0,1,1
"André da Silva",27,Brazil,2000,Athletics,0,1,0,1
"Claudinei da Silva",29,Brazil,2000,Athletics,0,1,0,1
"Stacy Dragila",29,"United States",2000,Athletics,1,0,0,1
"Heike Drechsler",35,Germany,2000,Athletics,1,0,0,1
"Jon Drummond",32,"United States",2000,Athletics,1,0,0,1
"Jonathan Edwards",34,"Great Britain",2000,Athletics,1,0,0,1
"Torri Edwards",23,"United States",2000,Athletics,0,0,1,1
"Hicham El Guerrouj",26,Morocco,2000,Athletics,0,1,0,1
"Ali Ezzine",22,Morocco,2000,Athletics,0,0,1,1
"Aigars Fadejevs",24,Latvia,2000,Athletics,0,1,0,1
"Debbie Ferguson-McKenzie",24,Bahamas,2000,Athletics,1,0,0,1
"Vala Flosadóttir",22,Iceland,2000,Athletics,0,0,1,1
"Merlene Frazer",26,Jamaica,2000,Athletics,0,1,0,1
"Cathy Freeman",27,Australia,2000,Athletics,1,0,0,1
"Sevatheda Fynes",25,Bahamas,2000,Athletics,1,0,0,1
"Fidelis Gadzama",20,Nigeria,2000,Athletics,1,0,0,1
"Chryste Gaines",30,"United States",2000,Athletics,0,0,1,1
"Anier García",24,Cuba,2000,Athletics,1,0,0,1
"Iván García",28,Cuba,2000,Athletics,0,0,1,1
"Yoel García",26,Cuba,2000,Athletics,0,1,0,1
"Haile Gebrselassie",27,Ethiopia,2000,Athletics,1,0,0,1
"John Godina",28,"United States",2000,Athletics,0,0,1,1
"Svetlana Goncharenko",29,Russia,2000,Athletics,0,0,1,1
"Steffi Graf",27,Austria,2000,Athletics,0,1,0,1
"Tatiana Grigorieva",24,Australia,2000,Athletics,0,1,0,1
"Abderrahmane Hammad",23,Algeria,2000,Athletics,0,0,1,1
"Arsi Harju",26,Finland,2000,Athletics,1,0,0,1
"Alvin Harrison",26,"United States",2000,Athletics,0,1,0,1
"Monique Hennagan",24,"United States",2000,Athletics,1,0,0,1
"Llewellyn Herbert",23,"South Africa",2000,Athletics,0,0,1,1
"Noé Hernández",21,Mexico,2000,Athletics,0,1,0,1
"Kelly Holmes",30,"Great Britain",2000,Athletics,0,0,1,1
"Olena Hovorova",27,Ukraine,2000,Athletics,0,0,1,1
"Charmaine Howell",25,Jamaica,2000,Athletics,0,1,0,1
"Chris Huffins",30,"United States",2000,Athletics,0,0,1,1
"Nick Hysong",28,"United States",2000,Athletics,1,0,0,1
"Susanthika Jayasinghe",24,"Sri Lanka",2000,Athletics,0,1,0,1
"Lawrence Johnson",26,"United States",2000,Athletics,0,1,0,1
"Michael Johnson",33,"United States",2000,Athletics,1,0,0,1
"Marion Jones",24,"United States",2000,Athletics,1,0,0,1
"Denis Kapustin",29,Russia,2000,Athletics,0,0,1,1
"Anastasia Kelesidou",27,Greece,2000,Athletics,0,1,0,1
"Kostas Kenteris",27,Greece,2000,Athletics,1,0,0,1
"Wilson Kipketer",29,Denmark,2000,Athletics,0,1,0,1
"Sergey Klyugin",26,Russia,2000,Athletics,1,0,0,1
"Reuben Kosgei",21,Kenya,2000,Athletics,1,0,0,1
"Olga Kotlyarova",24,Russia,2000,Athletics,0,0,1,1
"Tatyana Kotova",23,Russia,2000,Athletics,0,0,1,1
"Frantz Kruger",25,"South Africa",2000,Athletics,0,0,1,1
"Astrid Kumbernuss",30,Germany,2000,Athletics,0,0,1,1
"Olga Kuzenkova",29,Russia,2000,Athletics,0,1,0,1
"Bernard Lagat",25,Kenya,2000,Athletics,0,0,1,1
"Brahim Lahlafi",32,Morocco,2000,Athletics,0,0,1,1
"Tatyana Lebedeva",24,Russia,2000,Athletics,0,1,0,1
"Brian Lewis",25,"United States",2000,Athletics,1,0,0,1
"Denise Lewis",28,"Great Britain",2000,Athletics,1,0,0,1
"Vicente Lima",23,Brazil,2000,Athletics,0,1,0,1
"Sergey Makarov",27,Russia,2000,Athletics,0,0,1,1
"Mirela Maniani-Tzelili",23,Greece,2000,Athletics,0,1,0,1
"Tereza Marinova",23,Bulgaria,2000,Athletics,1,0,0,1
"Fiona May",30,Italy,2000,Athletics,0,1,0,1
"Freddy Mayola",22,Cuba,2000,Athletics,0,0,1,1
"Michael McDonald",25,Jamaica,2000,Athletics,0,1,0,1
"Danny McFarlane",28,Jamaica,2000,Athletics,0,1,0,1
"Troy McIntosh",27,Bahamas,2000,Athletics,0,0,1,1
"Osleidys Menéndez",20,Cuba,2000,Athletics,0,0,1,1
"Noria Mérah-Benida",29,Algeria,2000,Athletics,1,0,0,1
"Katharine Merry",26,"Great Britain",2000,Athletics,0,0,1,1
"Assefa Mezegebu",22,Ethiopia,2000,Athletics,0,0,1,1
"Jearl Miles-Clark",34,"United States",2000,Athletics,1,0,0,1
"Avard Moncur",21,Bahamas,2000,Athletics,0,0,1,1
"Tim Montgomery",25,"United States",2000,Athletics,1,0,0,1
"Jude Monye",26,Nigeria,2000,Athletics,1,0,0,1
"Melissa Morrison",29,"United States",2000,Athletics,0,0,1,1
"Kirsten Münchow",23,Germany,2000,Athletics,0,0,1,1
"Tim Munnings",34,Bahamas,2000,Athletics,0,0,1,1
"Oana Musunoi-Pantelimon",28,Romania,2000,Athletics,0,0,1,1
"Maria Mutola",27,Mozambique,2000,Athletics,1,0,0,1
"Nataliya Nazarova",21,Russia,2000,Athletics,0,0,1,1
"Adam Nelson",25,"United States",2000,Athletics,0,1,0,1
"Noah Ngeny",21,Kenya,2000,Athletics,1,0,0,1
"Erki Nool",30,Estonia,2000,Athletics,1,0,0,1
"Sonia O'Sullivan",30,Ireland,2000,Athletics,0,1,0,1
"Carl Oliver",31,Bahamas,2000,Athletics,0,0,1,1
"Iván Pedroso",27,Cuba,2000,Athletics,1,0,0,1
"Larisa Peleshenko",36,Russia,2000,Athletics,0,1,0,1
"Luis Alberto Pérez",31,Cuba,2000,Athletics,0,0,1,1
"Nanceen Perry",23,"United States",2000,Athletics,0,0,1,1
"Catherine Pomales-Scott",27,Jamaica,2000,Athletics,0,1,0,1
"Yelena Prokhorova",22,Russia,2000,Athletics,0,1,0,1
"Yanina Provalinskaya-Karolchik",23,Belarus,2000,Athletics,1,0,0,1
"Edson Ribeiro",27,Brazil,2000,Athletics,0,1,0,1
"Fernanda Ribeiro",31,Portugal,2000,Athletics,0,0,1,1
"Sandie Richards",31,Jamaica,2000,Athletics,0,1,0,1
"Passion Richardson",25,"United States",2000,Athletics,0,0,1,1
"Lars Riedel",33,Germany,2000,Athletics,0,1,0,1
"Djabir Saïd-Guerni",23,Algeria,2000,Athletics,0,0,1,1
"Ali Saïdi-Sief",22,Algeria,2000,Athletics,0,1,0,1
"Joel Sánchez",36,Mexico,2000,Athletics,0,0,1,1
"Natasha Sazanovich",27,Belarus,2000,Athletics,0,0,1,1
"Nils Schumann",22,Germany,2000,Athletics,1,0,0,1
"Roman Šebrle",25,"Czech Republic",2000,Athletics,0,1,0,1
"Roman Shchurenko",24,Ukraine,2000,Athletics,0,0,1,1
"Olga Shishigina",31,Kazakhstan,2000,Athletics,1,0,0,1
"Lidia Simon",27,Romania,2000,Athletics,0,1,0,1
"Kamila Skolimowska",17,Poland,2000,Athletics,1,0,0,1
"Trine Solberg-Hattestad",34,Norway,2000,Athletics,1,0,0,1
"Yuliya Sotnikova",29,Russia,2000,Athletics,0,0,1,1
"Javier Sotomayor",32,Cuba,2000,Athletics,0,1,0,1
"Cláudio Sousa",26,Brazil,2000,Athletics,0,1,0,1
"Hestrie Storbeck-Cloete",22,"South Africa",2000,Athletics,0,1,0,1
"Chandra Sturrup",29,Bahamas,2000,Athletics,1,0,0,1
"Naoko Takahashi",28,Japan,2000,Athletics,1,0,0,1
"Maksim Tarasov",29,Russia,2000,Athletics,0,0,1,1
"Jai Taurima",28,Australia,2000,Athletics,0,1,0,1
"Angelo Taylor",21,"United States",2000,Athletics,1,0,0,1
"Paul Tergat",31,Kenya,2000,Athletics,0,1,0,1
"Aikaterini Thanou",25,Greece,2000,Athletics,0,1,0,1
"Obadele Thompson",24,Barbados,2000,Athletics,0,0,1,1
"Tesfaye Tola",25,Ethiopia,2000,Athletics,0,0,1,1
"Terrence Trammell",21,"United States",2000,Athletics,0,1,0,1
"Derartu Tulu",28,Ethiopia,2000,Athletics,1,0,0,1
"Kjersti Tysse-Plätzer",28,Norway,2000,Athletics,0,1,0,1
"Enefiok Udo-Obong",18,Nigeria,2000,Athletics,1,0,0,1
"María Vascó",24,Spain,2000,Athletics,0,0,1,1
"Nicola Vizzoni",26,Italy,2000,Athletics,0,1,0,1
"Eric Wainaina",26,Kenya,2000,Athletics,0,1,0,1
"Wang Liping",24,China,2000,Athletics,1,0,0,1
"Bernard Williams III",22,"United States",2000,Athletics,1,0,0,1
"Chris Williams",28,Jamaica,2000,Athletics,0,1,0,1
"Million Wolde",21,Ethiopia,2000,Athletics,1,0,0,1
"Irina Yatchenko",34,Belarus,2000,Athletics,0,0,1,1
"Yelena Yelesina",30,Russia,2000,Athletics,1,0,0,1
"Jan Železný",34,"Czech Republic",2000,Athletics,1,0,0,1
"Szymon Ziólkowski",24,Poland,2000,Athletics,1,0,0,1
"Ellina Zvereva",39,Belarus,2000,Athletics,1,0,0,1
"Olesya Zykina",19,Russia,2000,Athletics,0,0,1,1
"Matteo Bisiani",24,Italy,2000,Archery,0,1,0,1
"Nataliya Burdeina",26,Ukraine,2000,Archery,0,1,0,1
"Ilario Di Buò",43,Italy,2000,Archery,0,1,0,1
"Simon Fairweather",30,Australia,2000,Archery,1,0,0,1
"Michele Frangilli",24,Italy,2000,Archery,0,1,0,1
"Jang Yong-Ho",24,"South Korea",2000,Archery,1,0,0,1
"Butch Johnson",45,"United States",2000,Archery,0,0,1,1
"Kim Cheong-Tae",20,"South Korea",2000,Archery,1,0,0,1
"Barbara Mensing",39,Germany,2000,Archery,0,0,1,1
"O Gyo-Mun",28,"South Korea",2000,Archery,1,0,0,1
"Cornelia Pfohl",29,Germany,2000,Archery,0,0,1,1
"Olena Sadovnycha",32,Ukraine,2000,Archery,0,1,0,1
"Kateryna Serdiuk",17,Ukraine,2000,Archery,0,1,0,1
"Wietse van Alten",21,Netherlands,2000,Archery,0,0,1,1
"Sandra Wagner-Sachse",31,Germany,2000,Archery,0,0,1,1
"Rod White",23,"United States",2000,Archery,0,0,1,1
