athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Laura Flessel-Colovic",28,France,2000,Fencing,0,0,1,1
"Aleksey Frosin",22,Russia,2000,Fencing,1,0,0,1
"Sylwia Gruchala",18,Poland,2000,Fencing,0,1,0,1
"Brice Guyart",19,France,2000,Fencing,1,0,0,1
"Kim Yeong-Ho",29,"South Korea",2000,Fencing,1,0,0,1
"Pavel Kolobkov",30,Russia,2000,Fencing,1,0,0,1
"Sophie Lamon",15,Switzerland,2000,Fencing,0,1,0,1
"Lee Sang-Gi",34,"South Korea",2000,Fencing,0,0,1,1
"Patrice Lhôtellier",34,France,2000,Fencing,1,0,0,1
"Li Na",19,China,2000,Fencing,0,0,1,1
"Liang Qin",28,China,2000,Fencing,0,0,1,1
"Tatyana Logunova",20,Russia,2000,Fencing,1,0,0,1
"Nelson Loyola",32,Cuba,2000,Fencing,0,0,1,1
"Gabriele Magni",26,Italy,2000,Fencing,0,0,1,1
"Mariya Mazina",36,Russia,2000,Fencing,1,0,0,1
"Angelo Mazzoni",39,Italy,2000,Fencing,1,0,0,1
"Paolo Milanoli",30,Italy,2000,Fencing,1,0,0,1
"Magdalena Mroczkiewicz",21,Poland,2000,Fencing,0,1,0,1
"Tímea Nagy",30,Hungary,2000,Fencing,1,0,0,1
"Carlos Pedroso",33,Cuba,2000,Fencing,0,0,1,1
"Julien Pillet",22,France,2000,Fencing,0,1,0,1
"Lionel Plumenail",33,France,2000,Fencing,1,0,0,1
"Stanislav Pozdnyakov",26,Russia,2000,Fencing,1,0,0,1
"Maurizio Randazzo",36,Italy,2000,Fencing,1,0,0,1
"Diana Romagnoli",23,Switzerland,2000,Fencing,0,1,0,1
"Alfredo Rota",25,Italy,2000,Fencing,1,0,0,1
"Anna Rybicka",23,Poland,2000,Fencing,0,1,0,1
"Salvatore Sanzo",24,Italy,2000,Fencing,0,0,1,1
"Cédric Séguin",27,France,2000,Fencing,0,1,0,1
"Sergey Sharikov",26,Russia,2000,Fencing,1,0,0,1
"Dmitry Shevchenko",32,Russia,2000,Fencing,0,0,1,1
"Éric Srecki",36,France,2000,Fencing,0,1,0,1
"Damien Touya",25,France,2000,Fencing,0,1,0,1
"Iván Trevejo",28,Cuba,2000,Fencing,0,0,1,1
"Wang Haibin",26,China,2000,Fencing,0,1,0,1
"Alexander Weber",22,Germany,2000,Fencing,0,0,1,1
"Monika Weber-Koszto",34,Germany,2000,Fencing,0,0,1,1
"Barbara Wolnicka-Szewczyk",30,Poland,2000,Fencing,0,1,0,1
"Yang Shaoqi",24,China,2000,Fencing,0,0,1,1
"Ye Chong",30,China,2000,Fencing,0,1,0,1
"Oksana Yermakova",27,Russia,2000,Fencing,1,0,0,1
"Matteo Zennaro",24,Italy,2000,Fencing,0,0,1,1
"Khaled Al-Eid",31,"Saudi Arabia",2000,Equestrian,0,0,1,1
"Otto Becker",41,Germany,2000,Equestrian,1,0,0,1
"Ludger Beerbaum",37,Germany,2000,Equestrian,1,0,0,1
"Susan Blinks",42,"United States",2000,Equestrian,0,0,1,1
"Ellen Bontje",42,Netherlands,2000,Equestrian,0,1,0,1
"Jeanette Brakewell",26,"Great Britain",2000,Equestrian,0,1,0,1
"Nadine Capellmann",35,Germany,2000,Equestrian,1,0,0,1
"Luiz Felipe de Azevedo",47,Brazil,2000,Equestrian,0,0,1,1
Doda,27,Brazil,2000,Equestrian,0,0,1,1
"Robert Dover",44,"United States",2000,Equestrian,0,0,1,1
"Jeroen Dubbeldam",27,Netherlands,2000,Equestrian,1,0,0,1
"Phillip Dutton",37,Australia,2000,Equestrian,1,0,0,1
"Marcus Ehning",26,Germany,2000,Equestrian,1,0,0,1
"Nina Fout",41,"United States",2000,Equestrian,0,0,1,1
"Markus Fuchs",45,Switzerland,2000,Equestrian,0,1,0,1
"Pippa Funnell",31,"Great Britain",2000,Equestrian,0,1,0,1
"André Johannpeter",37,Brazil,2000,Equestrian,0,0,1,1
"Leslie Law",35,"Great Britain",2000,Equestrian,0,1,0,1
"Karen Lende O'Connor",42,"United States",2000,Equestrian,0,0,1,1
"Beat Mändli",30,Switzerland,2000,Equestrian,0,1,0,1
"Lesley McNaught-Mändli",36,Switzerland,2000,Equestrian,0,1,0,1
"Willi Melliger",47,Switzerland,2000,Equestrian,0,1,0,1
"Lars Nieberg",37,Germany,2000,Equestrian,1,0,0,1
"Rodrigo Pessoa",27,Brazil,2000,Equestrian,0,0,1,1
"Matt Ryan",36,Australia,2000,Equestrian,1,0,0,1
"Guenter Seidel",40,"United States",2000,Equestrian,0,0,1,1
"Alexandra Simons de Ridder",36,Germany,2000,Equestrian,1,0,0,1
"Ian Stark",46,"Great Britain",2000,Equestrian,0,1,0,1
"Arjen Teeuwissen",29,Netherlands,2000,Equestrian,0,1,0,1
"Stuart Tinney",35,Australia,2000,Equestrian,1,0,0,1
"Mark Todd",44,"New Zealand",2000,Equestrian,0,0,1,1
"Christine Traurig",43,"United States",2000,Equestrian,0,0,1,1
"Coby van Baalen",43,Netherlands,2000,Equestrian,0,1,0,1
"Albert Voorn",44,Netherlands,2000,Equestrian,0,1,0,1
"Linden Wiesman",25,"United States",2000,Equestrian,0,0,1,1
"Aleksandr Dobroskok",18,Russia,2000,Diving,0,1,0,1
"Rebecca Gilmore",21,Australia,2000,Diving,0,0,1,1
"Jan Hempel",29,Germany,2000,Diving,0,0,1,1
"Emilie Heymans",18,Canada,2000,Diving,0,1,0,1
"Vera Ilyina",26,Russia,2000,Diving,1,0,0,1
"Dörte Lindner",26,Germany,2000,Diving,0,0,1,1
"Igor Lukashin",21,Russia,2000,Diving,1,0,0,1
"Heiko Meyer",23,Germany,2000,Diving,0,0,1,1
"Robert Newbery",21,Australia,2000,Diving,0,0,1,1
"Yuliya Pakhalina",23,Russia,2000,Diving,1,0,0,1
"Fernando Platas",27,Mexico,2000,Diving,0,1,0,1
"Dean Pullar",27,Australia,2000,Diving,0,0,1,1
"Sang Xue",16,China,2000,Diving,1,0,0,1
"Hanna Sorokina",24,Ukraine,2000,Diving,0,0,1,1
"Loudy Tourky-Wiggins",21,Australia,2000,Diving,0,0,1,1
"Laura Wilkinson",22,"United States",2000,Diving,1,0,0,1
"Xiao Hailiang",23,China,2000,Diving,1,0,0,1
"Olena Zhupina",27,Ukraine,2000,Diving,0,0,1,1
"Brett Aitken",29,Australia,2000,Cycling,1,0,0,1
"Lance Armstrong",29,"United States",2000,Cycling,0,0,1,1
"Daniel Becke",22,Germany,2000,Cycling,1,0,0,1
"Antonella Bellutti",31,Italy,2000,Cycling,1,0,0,1
"Barbara Blatter",29,Switzerland,2000,Cycling,0,1,0,1
"Serhiy Cherniavskiy",24,Ukraine,2000,Cycling,0,1,0,1
"Jonny Clay",37,"Great Britain",2000,Cycling,0,0,1,1
"Marion Clignet",36,France,2000,Cycling,0,1,0,1
"Étienne De Wilde",42,Belgium,2000,Cycling,0,1,0,1
"Sean Eadie",31,Australia,2000,Cycling,0,0,1,1
"Oleksandr Fedenko",29,Ukraine,2000,Cycling,0,1,0,1
"Michelle Ferris",23,Australia,2000,Cycling,0,1,0,1
"Marga Fullana",28,Spain,2000,Cycling,0,0,1,1
"Guido Fulst",30,Germany,2000,Cycling,1,0,0,1
"Laurent Gané",27,France,2000,Cycling,1,0,0,1
"Matthew Gilmore",28,Belgium,2000,Cycling,0,1,0,1
"Oksana Grishina",31,Russia,2000,Cycling,0,1,0,1
"Darryn Hill",26,Australia,2000,Cycling,0,0,1,1
"Mari Holden",29,"United States",2000,Cycling,0,1,0,1
"Chris Hoy",24,"Great Britain",2000,Cycling,0,1,0,1
"Jiang Cuihua",25,China,2000,Cycling,0,0,1,1
"Shane Kelly",28,Australia,2000,Cycling,0,0,1,1
"Andreas Klöden",25,Germany,2000,Cycling,0,0,1,1
"Hanka Kupfernagel",26,Germany,2000,Cycling,0,1,0,1
"Joan Llaneras",31,Spain,2000,Cycling,1,0,0,1
"Jeannie Longo-Ciprelli",41,France,2000,Cycling,0,0,1,1
"Craig MacLean",29,"Great Britain",2000,Cycling,0,1,0,1
"Paul Manning",25,"Great Britain",2000,Cycling,0,0,1,1
"Aleksey Markov",21,Russia,2000,Cycling,0,0,1,1
"Silvio Martinello",37,Italy,2000,Cycling,0,0,1,1
"Miguel Martinez",24,France,2000,Cycling,1,0,0,1
"Serhiy Matvieiev",25,Ukraine,2000,Cycling,0,1,0,1
"Brad McGee",24,Australia,2000,Cycling,0,0,1,1
"Yvonne McGregor",39,"Great Britain",2000,Cycling,0,0,1,1
"Scott McGrory",30,Australia,2000,Cycling,1,0,0,1
"Filip Meirhaeghe",29,Belgium,2000,Cycling,0,1,0,1
"Chris Newton",26,"Great Britain",2000,Cycling,0,0,1,1
"Stefan Nimke",22,Germany,2000,Cycling,0,1,0,1
"Marty Nothstein",29,"United States",2000,Cycling,1,0,0,1
"Paola Pezzo",31,Italy,2000,Cycling,1,0,0,1
"Olaf Pollack",26,Germany,2000,Cycling,1,0,0,1
"Christoph Sauser",24,Switzerland,2000,Cycling,0,0,1,1
"Olga Slyusareva",31,Russia,2000,Cycling,0,0,1,1
"Bryan Steel",31,"Great Britain",2000,Cycling,0,0,1,1
"Oleksandr Symonenko",26,Ukraine,2000,Cycling,0,1,0,1
"Arnaud Tournant",22,France,2000,Cycling,1,0,0,1
"Marco Villa",31,Italy,2000,Cycling,0,0,1,1
"Aleksandr Vinokurov",27,Kazakhstan,2000,Cycling,0,1,0,1
"Bradley Wiggins",20,"Great Britain",2000,Cycling,0,0,1,1
"Milton Wynants",28,Uruguay,2000,Cycling,0,1,0,1
"Iryna Yanovych",24,Ukraine,2000,Cycling,0,0,1,1
"Vyacheslav Yekimov",34,Russia,2000,Cycling,1,0,0,1
"Diana Žiliute",24,Lithuania,2000,Cycling,0,0,1,1
"Björn Bach",24,Germany,2000,Canoeing,0,1,0,1
"Ledys Balceiro",25,Cuba,2000,Canoeing,0,1,0,1
"Pawel Baraszkiewicz",23,Poland,2000,Canoeing,0,1,0,1
"Anne-Lise Bardet",30,France,2000,Canoeing,0,0,1,1
"Krisztián Bártfai",26,Hungary,2000,Canoeing,0,0,1,1
"Dariusz Bialkowski",30,Poland,2000,Canoeing,0,0,1,1
"Beniamino Bonomi",32,Italy,2000,Canoeing,1,0,0,1
"Katrin Borchert",31,Australia,2000,Canoeing,0,0,1,1
"Tim Brabants",23,"Great Britain",2000,Canoeing,0,0,1,1
"Caroline Brunet",31,Canada,2000,Canoeing,0,1,0,1
"Danny Collins",29,Australia,2000,Canoeing,0,1,0,1
"Tony Estanguet",22,France,2000,Canoeing,1,0,0,1
"Pierpaolo Ferrazzi",35,Italy,2000,Canoeing,0,0,1,1
"Steve Giles",28,Canada,2000,Canoeing,0,0,1,1
"Brigitte Guibal",29,France,2000,Canoeing,0,1,0,1
"Štepánka Hilgertová",32,"Czech Republic",2000,Canoeing,1,0,0,1
"Pavol Hochschorner",21,Slovakia,2000,Canoeing,1,0,0,1
"Peter Hochschorner",21,Slovakia,2000,Canoeing,1,0,0,1
"Gábor Horváth",28,Hungary,2000,Canoeing,1,0,0,1
"Josefa Idem-Guerrini",36,Italy,2000,Canoeing,1,0,0,1
"Raluca Ionita",24,Romania,2000,Canoeing,0,0,1,1
"Daniel Jedraszko",24,Poland,2000,Canoeing,0,1,0,1
"Marek Jiras",22,"Czech Republic",2000,Canoeing,0,0,1,1
"Rita Kobán",35,Hungary,2000,Canoeing,0,1,0,1
"Lars Kober",23,Germany,2000,Canoeing,0,0,1,1
"Michael Kolganov",25,Israel,2000,Canoeing,0,0,1,1
"György Kolonics",28,Hungary,2000,Canoeing,1,0,0,1
"Grzegorz Kotowicz",27,Poland,2000,Canoeing,0,0,1,1
"Krzysztof Kolomanski",27,Poland,2000,Canoeing,0,1,0,1
"Mariana Limbau",23,Romania,2000,Canoeing,0,0,1,1
"Tomáš Máder",26,"Czech Republic",2000,Canoeing,0,0,1,1
"Michal Martikán",21,Slovakia,2000,Canoeing,0,1,0,1
"Juraj Mincík",23,Slovakia,2000,Canoeing,0,0,1,1
"Manuela Mucke",25,Germany,2000,Canoeing,1,0,0,1
"Henrik Nilsson",24,Sweden,2000,Canoeing,0,1,0,1
"Ferenc Novák",31,Hungary,2000,Canoeing,1,0,0,1
"Maksim Opalev",21,Russia,2000,Canoeing,0,1,0,1
"Markus Oscarsson",23,Sweden,2000,Canoeing,0,1,0,1
"Aneta Pastuszka-Konieczna",22,Poland,2000,Canoeing,0,0,1,1
"Leobaldo Pereira",28,Cuba,2000,Canoeing,0,1,0,1
"Imre Pulai",32,Hungary,2000,Canoeing,1,0,0,1
"Elena Radu",25,Romania,2000,Canoeing,0,0,1,1
"Paul Ratcliffe",26,"Great Britain",2000,Canoeing,0,1,0,1
"Ronald Rauhe",18,Germany,2000,Canoeing,0,0,1,1
"Ibrahim Rojas",24,Cuba,2000,Canoeing,0,1,0,1
"Antonio Rossi",31,Italy,2000,Canoeing,1,0,0,1
"Jan Schäfer",25,Germany,2000,Canoeing,0,1,0,1
"Thomas Schmidt",24,Germany,2000,Canoeing,1,0,0,1
"Anett Schuck",30,Germany,2000,Canoeing,1,0,0,1
"Adam Seroczynski",26,Poland,2000,Canoeing,0,0,1,1
"Beata Sokolowska-Kulesza",26,Poland,2000,Canoeing,0,0,1,1
"Michal Staniszewski",27,Poland,2000,Canoeing,0,1,0,1
"Sanda Toma",30,Romania,2000,Canoeing,0,0,1,1
"Andrew Trim",31,Australia,2000,Canoeing,0,1,0,1
"Stefan Ulm",24,Germany,2000,Canoeing,0,1,0,1
"Stefan Uteß",25,Germany,2000,Canoeing,0,0,1,1
"Krisztián Veréb",23,Hungary,2000,Canoeing,0,0,1,1
"Ákos Vereckei",23,Hungary,2000,Canoeing,1,0,0,1
"Erzsébet Viski",20,Hungary,2000,Canoeing,0,1,0,1
"Tim Wieskötter",21,Germany,2000,Canoeing,0,0,1,1
"Marek Witkowski",26,Poland,2000,Canoeing,0,0,1,1
"Mark Zabel",27,Germany,2000,Canoeing,0,1,0,1
"Brent Abernathy",22,"United States",2000,Baseball,1,0,0,1
"Kurt Ainsworth",22,"United States",2000,Baseball,1,0,0,1
"Omar Ajete",35,Cuba,2000,Baseball,0,1,0,1
"Yosvany Aragón",26,Cuba,2000,Baseball,0,1,0,1
"Pat Borders",37,"United States",2000,Baseball,1,0,0,1
"Sean Burroughs",20,"United States",2000,Baseball,1,0,0,1
"Miguel Caldés",29,Cuba,2000,Baseball,0,1,0,1
"Danel Castro",24,Cuba,2000,Baseball,0,1,0,1
"José Contreras",28,Cuba,2000,Baseball,0,1,0,1
"John Cotton",29,"United States",2000,Baseball,1,0,0,1
"Travis Dawkins",21,"United States",2000,Baseball,1,0,0,1
"Yobal Dueñas",28,Cuba,2000,Baseball,0,1,0,1
"Adam Everett",23,"United States",2000,Baseball,1,0,0,1
"Ryan Franklin",27,"United States",2000,Baseball,1,0,0,1
"Chris George",21,"United States",2000,Baseball,1,0,0,1
"Yasser Gómez",20,Cuba,2000,Baseball,0,1,0,1
"Gu Dae-Seong",31,"South Korea",2000,Baseball,0,0,1,1
"Shane Heams",24,"United States",2000,Baseball,1,0,0,1
"Hong Seong-Heun",23,"South Korea",2000,Baseball,0,0,1,1
"José Ibar",31,Cuba,2000,Baseball,0,1,0,1
"Im Chang-Yong",24,"South Korea",2000,Baseball,0,0,1,1
"Im Seon-Dong",27,"South Korea",2000,Baseball,0,0,1,1
"Jang Seong-Ho",22,"South Korea",2000,Baseball,0,0,1,1
"Marcus Jensen",27,"United States",2000,Baseball,1,0,0,1
"Jeong Dae-Hyeon",21,"South Korea",2000,Baseball,0,0,1,1
"Jeong Min-Tae",30,"South Korea",2000,Baseball,0,0,1,1
"Jeong Su-Geun",23,"South Korea",2000,Baseball,0,0,1,1
"Jin Pil-Jung",27,"South Korea",2000,Baseball,0,0,1,1
"Kim Dong-Ju",24,"South Korea",2000,Baseball,0,0,1,1
"Kim Gi-Tae",31,"South Korea",2000,Baseball,0,0,1,1
"Kim Han-Su",28,"South Korea",2000,Baseball,0,0,1,1
"Kim Su-Gyeong",21,"South Korea",2000,Baseball,0,0,1,1
"Kim Tae-Gyun",29,"South Korea",2000,Baseball,0,0,1,1
"Orestes Kindelán",35,Cuba,2000,Baseball,0,1,0,1
"Mike Kinkade",27,"United States",2000,Baseball,1,0,0,1
"Rick Krivda",30,"United States",2000,Baseball,1,0,0,1
"Pedro Luis Lazo",27,Cuba,2000,Baseball,0,1,0,1
"Lee Byeong-Gyu",25,"South Korea",2000,Baseball,0,0,1,1
"Lee Seung-Ho",19,"South Korea",2000,Baseball,0,0,1,1
"Lee Seung-Yeop",24,"South Korea",2000,Baseball,0,0,1,1
"Omar Linares",32,Cuba,2000,Baseball,0,1,0,1
"Oscar Macias",31,Cuba,2000,Baseball,0,1,0,1
"Juan Manrique",33,Cuba,2000,Baseball,0,1,0,1
"Javier Méndez",36,Cuba,2000,Baseball,0,1,0,1
"Rolando Meriño",29,Cuba,2000,Baseball,0,1,0,1
"Germán Mesa",33,Cuba,2000,Baseball,0,1,0,1
"Doug Mientkiewicz",26,"United States",2000,Baseball,1,0,0,1
"Mike Neill",30,"United States",2000,Baseball,1,0,0,1
"Roy Oswalt",23,"United States",2000,Baseball,1,0,0,1
"Antonio Pacheco",36,Cuba,2000,Baseball,0,1,0,1
"Park Gyeong-Wan",28,"South Korea",2000,Baseball,0,0,1,1
"Park Jae-Hong",27,"South Korea",2000,Baseball,0,0,1,1
"Park Jin-Man",23,"South Korea",2000,Baseball,0,0,1,1
"Park Jong-Ho",27,"South Korea",2000,Baseball,0,0,1,1
"Park Seok-Jin",28,"South Korea",2000,Baseball,0,0,1,1
"Ariel Pestano",26,Cuba,2000,Baseball,0,1,0,1
"Gabriel Pierre",33,Cuba,2000,Baseball,0,1,0,1
"Jon Rauch",21,"United States",2000,Baseball,1,0,0,1
"Maels Rodríguez",20,Cuba,2000,Baseball,0,1,0,1
"Anthony Sanders",26,"United States",2000,Baseball,1,0,0,1
"Antonio Scull",35,Cuba,2000,Baseball,0,1,0,1
"Bobby Seay",22,"United States",2000,Baseball,1,0,0,1
"Ben Sheets",22,"United States",2000,Baseball,1,0,0,1
"Son Min-Han",25,"South Korea",2000,Baseball,0,0,1,1
"Song Jin-U",34,"South Korea",2000,Baseball,0,0,1,1
"Luis Ulacia",36,Cuba,2000,Baseball,0,1,0,1
"Lazaro Valle",37,Cuba,2000,Baseball,0,1,0,1
"Norge Luis Vera",29,Cuba,2000,Baseball,0,1,0,1
"Brad Wilkerson",23,"United States",2000,Baseball,1,0,0,1
"Todd Williams",29,"United States",2000,Baseball,1,0,0,1
"Ernie Young",31,"United States",2000,Baseball,1,0,0,1
"Tim Young",26,"United States",2000,Baseball,1,0,0,1
"Mukhammad Kadyr Abdullayev",26,Uzbekistan,2000,Boxing,1,0,0,1
"Mohamed Allalou",26,Algeria,2000,Boxing,0,0,1,1
"Brahim Asloum",21,France,2000,Boxing,1,0,0,1
"Cristian Bejarano",19,Mexico,2000,Boxing,0,0,1,1
"Vladimir Ch'ant'uria",22,Georgia,2000,Boxing,0,0,1,1
"Serhiy Danylchenko",26,Ukraine,2000,Boxing,0,0,1,1
"Mukhtarkhan Dildabekov",24,Kazakhstan,2000,Boxing,0,1,0,1
"Serhiy Dotsenko",21,Ukraine,2000,Boxing,0,1,0,1
"Kamil Dzhamaludinov",21,Russia,2000,Boxing,0,0,1,1
"Zsolt Erdei",26,Hungary,2000,Boxing,0,0,1,1
"Andriy Fedchuk",20,Ukraine,2000,Boxing,0,0,1,1
"Gaydarbek Gaydarbekov",23,Russia,2000,Boxing,0,1,0,1
"Vitalie Grusac",23,Moldova,2000,Boxing,0,0,1,1
"Jorge Gutiérrez",25,Cuba,2000,Boxing,1,0,0,1
"Audley Harrison",28,"Great Britain",2000,Boxing,1,0,0,1
"Sultan-Akhmed Ibragimov",25,Russia,2000,Boxing,0,1,0,1
"Yermakhan Ibraimov",28,Kazakhstan,2000,Boxing,1,0,0,1
"Ricardo Juarez",20,"United States",2000,Boxing,0,1,0,1
"Kim Un-Chol",20,"North Korea",2000,Boxing,0,0,1,1
"Mario Kindelán",29,Cuba,2000,Boxing,1,0,0,1
"Sebastian Köber",21,Germany,2000,Boxing,0,0,1,1
"Andriy Kotelnyk",22,Ukraine,2000,Boxing,0,1,0,1
"Rudi Kraj",22,"Czech Republic",2000,Boxing,0,1,0,1
"Aleksandr Lebzyak",31,Russia,2000,Boxing,1,0,0,1
"Rafael Lozano",30,Spain,2000,Boxing,0,1,0,1
"Diógenes Luña",23,Cuba,2000,Boxing,0,0,1,1
"Raimkul Malakhbekov",26,Russia,2000,Boxing,0,1,0,1
"Aleksandr Maletin",25,Russia,2000,Boxing,0,0,1,1
"Sergey Mikhaylov",24,Uzbekistan,2000,Boxing,0,0,1,1
"Wijan Ponlid",24,Thailand,2000,Boxing,1,0,0,1
"Guillermo Rigondeaux",19,Cuba,2000,Boxing,1,0,0,1
"Maikro Romero",27,Cuba,2000,Boxing,0,0,1,1
"Rustam Saidov",22,Uzbekistan,2000,Boxing,0,0,1,1
"Oleg Saitov",26,Russia,2000,Boxing,1,0,0,1
"Bekzat Sattarkhanov",20,Kazakhstan,2000,Boxing,1,0,0,1
"Félix Savón",32,Cuba,2000,Boxing,1,0,0,1
"Dorel Simion",23,Romania,2000,Boxing,0,0,1,1
"Marian Simion",25,Romania,2000,Boxing,0,1,0,1
"Volodymyr Sydorenko",23,Ukraine,2000,Boxing,0,0,1,1
"Tahar Tamsamani",20,Morocco,2000,Boxing,0,0,1,1
"Jermain Taylor",22,"United States",2000,Boxing,0,0,1,1
"Jérôme Thomas",21,France,2000,Boxing,0,0,1,1
"Pornchai Thongburan",26,Thailand,2000,Boxing,0,0,1,1
"Paolo Vidoz",30,Italy,2000,Boxing,0,0,1,1
"Clarence Vinson",22,"United States",2000,Boxing,0,0,1,1
"Ricardo Williams Jr.",19,"United States",2000,Boxing,0,1,0,1
"Bolat Zhumadilov",27,Kazakhstan,2000,Boxing,0,1,0,1
"Vüqar Mursal ?l?kb?rov",19,Azerbaijan,2000,Boxing,0,0,1,1
"Jörg Ahmann",34,Germany,2000,"Beach Volleyball",0,0,1,1
"Adriana Behar",31,Brazil,2000,"Beach Volleyball",0,1,0,1
"Dain Blanton",28,"United States",2000,"Beach Volleyball",1,0,0,1
"Natalie Cook",25,Australia,2000,"Beach Volleyball",1,0,0,1
"Eric Fonoimoana",31,"United States",2000,"Beach Volleyball",1,0,0,1
"Axel Hager",31,Germany,2000,"Beach Volleyball",0,0,1,1
"Kerri-Ann Pottharst",35,Australia,2000,"Beach Volleyball",1,0,0,1
Ricardo,25,Brazil,2000,"Beach Volleyball",0,1,0,1
"Adriana Samuel",34,Brazil,2000,"Beach Volleyball",0,0,1,1
Sandra,27,Brazil,2000,"Beach Volleyball",0,0,1,1
Shelda,27,Brazil,2000,"Beach Volleyball",0,1,0,1
"Zé Marco",29,Brazil,2000,"Beach Volleyball",0,1,0,1
"Shareef Abdur-Rahim",23,"United States",2000,Basketball,1,0,0,1
"Dainius Adomaitis",26,Lithuania,2000,Basketball,0,0,1,1
Adriana,29,Brazil,2000,Basketball,0,0,1,1
Adrianinha,21,Brazil,2000,Basketball,0,0,1,1
Alessandra,26,Brazil,2000,Basketball,0,0,1,1
"Ray Allen",25,"United States",2000,Basketball,1,0,0,1
"Vin Baker",28,"United States",2000,Basketball,1,0,0,1
"Jim Bilba",32,France,2000,Basketball,0,1,0,1
"Ruthie Bolton-Holifield",33,"United States",2000,Basketball,1,0,0,1
"Yann Bonato",28,France,2000,Basketball,0,1,0,1
"Carla Boyd",24,Australia,2000,Basketball,0,1,0,1
"Michelle Brogan-Griffiths",27,Australia,2000,Basketball,0,1,0,1
"Sandy Brondello",32,Australia,2000,Basketball,0,1,0,1
"Vince Carter",23,"United States",2000,Basketball,1,0,0,1
Cíntia,25,Brazil,2000,Basketball,0,0,1,1
Cláudinha,25,Brazil,2000,Basketball,0,0,1,1
"Makan Dioumassi",28,France,2000,Basketball,0,1,0,1
"Teresa Edwards",36,"United States",2000,Basketball,1,0,0,1
"Gintaras Einikis",30,Lithuania,2000,Basketball,0,0,1,1
"Trish Fallon",28,Australia,2000,Basketball,0,1,0,1
"Laurent Foirest",26,France,2000,Basketball,0,1,0,1
"Thierry Gadou",31,France,2000,Basketball,0,1,0,1
"Kevin Garnett",24,"United States",2000,Basketball,1,0,0,1
"Andrius Giedraitis",27,Lithuania,2000,Basketball,0,0,1,1
"Shelley Gorman-Sandie",31,Australia,2000,Basketball,0,1,0,1
"Yolanda Griffith",30,"United States",2000,Basketball,1,0,0,1
"Tim Hardaway",34,"United States",2000,Basketball,1,0,0,1
"Kristi Harrower",25,Australia,2000,Basketball,0,1,0,1
Helen,27,Brazil,2000,Basketball,0,0,1,1
"Jo Hill",27,Australia,2000,Basketball,0,1,0,1
"Allan Houston",29,"United States",2000,Basketball,1,0,0,1
"Lauren Jackson",19,Australia,2000,Basketball,0,1,0,1
Janeth,31,Brazil,2000,Basketball,0,0,1,1
"Šarunas Jasikevicius",24,Lithuania,2000,Basketball,0,0,1,1
"Cyril Julian",26,France,2000,Basketball,0,1,0,1
Kelly,20,Brazil,2000,Basketball,0,0,1,1
"Jason Kidd",27,"United States",2000,Basketball,1,0,0,1
"Annie La Fleur",30,Australia,2000,Basketball,0,1,0,1
"Lisa Leslie",28,"United States",2000,Basketball,1,0,0,1
Lilian,21,Brazil,2000,Basketball,0,0,1,1
"Kestutis Marciulionis",24,Lithuania,2000,Basketball,0,0,1,1
"Tomas Masiulis",24,Lithuania,2000,Basketball,0,0,1,1
"Darius Maskoliunas",29,Lithuania,2000,Basketball,0,0,1,1
"Nikki McCray",28,"United States",2000,Basketball,1,0,0,1
"Antonio McDyess",26,"United States",2000,Basketball,1,0,0,1
"DeLisha Milton-Jones",26,"United States",2000,Basketball,1,0,0,1
"Alonzo Mourning",30,"United States",2000,Basketball,1,0,0,1
"Crawford Palmer",30,France,2000,Basketball,0,1,0,1
"Gary Payton",32,"United States",2000,Basketball,1,0,0,1
"Antoine Rigaudeau",28,France,2000,Basketball,0,1,0,1
"Stéphane Risacher",28,France,2000,Basketball,0,1,0,1
"Laurent Sciarra",27,France,2000,Basketball,0,1,0,1
Silvinha,25,Brazil,2000,Basketball,0,0,1,1
"Ramunas Šiškauskas",22,Lithuania,2000,Basketball,0,0,1,1
"Katie Smith",26,"United States",2000,Basketball,1,0,0,1
"Steve Smith",31,"United States",2000,Basketball,1,0,0,1
"Marta Sobral",36,Brazil,2000,Basketball,0,0,1,1
"Darius Songaila",22,Lithuania,2000,Basketball,0,0,1,1
"Moustapha Sonko",28,France,2000,Basketball,0,1,0,1
"Rachael Sporn",32,Australia,2000,Basketball,0,1,0,1
"Dawn Staley",30,"United States",2000,Basketball,1,0,0,1
"Saulius Štombergas",26,Lithuania,2000,Basketball,0,0,1,1
"Sheryl Swoopes",29,"United States",2000,Basketball,1,0,0,1
"Mindaugas Timinskas",26,Lithuania,2000,Basketball,0,0,1,1
"Michele Timms",35,Australia,2000,Basketball,0,1,0,1
"Frédéric Weis",23,France,2000,Basketball,0,1,0,1
"Jenny Whittle",27,Australia,2000,Basketball,0,1,0,1
"Natalie Williams",29,"United States",2000,Basketball,1,0,0,1
"Kara Wolters",25,"United States",2000,Basketball,1,0,0,1
Zaine,22,Brazil,2000,Basketball,0,0,1,1
"Eurelijus Žukauskas",27,Lithuania,2000,Basketball,0,0,1,1
"Simon Archer",27,"Great Britain",2000,Badminton,0,0,1,1
"Ge Fei",26,China,2000,Badminton,1,0,0,1
"Gong Zhichao",23,China,2000,Badminton,1,0,0,1
